Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2026-06-21T06:05:30.550;835351540893131259;-499915;-509255;-517055;-650667;
2026-06-21T06:05:30.557;835351540900538667;-499721;-509061;-516861;-650667;
2026-06-21T06:05:30.565;835351540907946074;-499524;-508864;-516664;-650667;
2026-06-21T06:05:30.572;835351540915353481;-499324;-508664;-516464;-650667;
2026-06-21T06:05:30.579;835351540922760889;-499124;-508464;-516264;-650667;
2026-06-21T06:05:30.587;835351540930168296;-498924;-508264;-516064;-650667;
2026-06-21T06:05:30.594;835351540937575704;-498725;-508065;-515865;-650667;
2026-06-21T06:05:30.602;835351540944983111;-498529;-507869;-515669;-650667;
2026-06-21T06:05:30.609;835351540952390519;-498337;-507677;-515477;-650667;
2026-06-21T06:05:30.616;835351540959797926;-498151;-507491;-515291;-650667;
2026-06-21T06:05:30.624;835351540967205333;-497971;-507311;-515111;-650667;
2026-06-21T06:05:30.631;835351540974612741;-497798;-507138;-514938;-650667;
2026-06-21T06:05:30.639;835351540982020148;-497634;-506974;-514774;-650667;
2026-06-21T06:05:30.646;835351540989427556;-497480;-506820;-514620;-650667;
2026-06-21T06:05:30.653;835351540996834963;-497337;-506677;-514477;-650667;
2026-06-21T06:05:30.661;835351541004242370;-497205;-506545;-514345;-650667;
2026-06-21T06:05:30.668;835351541011649778;-497085;-506425;-514225;-650667;
2026-06-21T06:05:30.676;835351541019057185;-496979;-506319;-514119;-650667;
2026-06-21T06:05:30.683;835351541026464593;-496886;-506226;-514026;-650667;
2026-06-21T06:05:30.691;835351541033872000;-496807;-506147;-513947;-650667;
2026-06-21T06:05:30.698;835351541041279407;-496743;-506083;-513883;-650667;
2026-06-21T06:05:30.705;835351541048686815;-496694;-506034;-513834;-650667;
2026-06-21T06:05:30.713;835351541056094222;-496661;-506001;-513801;-650667;
2026-06-21T06:05:30.720;835351541063501630;-496642;-505982;-513782;-650667;
2026-06-21T06:05:30.728;835351541070909037;-496638;-505978;-513778;-650667;
2026-06-21T06:05:30.735;835351541078316444;-496650;-505990;-513790;-650667;
2026-06-21T06:05:30.742;835351541085723852;-496676;-506016;-513816;-650667;
2026-06-21T06:05:30.750;835351541093131259;-496717;-506057;-513857;-650667;
2026-06-21T06:05:30.757;835351541100538667;-496771;-506111;-513911;-650667;
2026-06-21T06:05:30.765;835351541107946074;-496839;-506179;-513979;-650667;
2026-06-21T06:05:30.772;835351541115353481;-496920;-506260;-514060;-650667;
2026-06-21T06:05:30.779;835351541122760889;-497012;-506352;-514152;-650667;
2026-06-21T06:05:30.787;835351541130168296;-497116;-506456;-514256;-650667;
2026-06-21T06:05:30.794;835351541137575704;-497230;-506570;-514370;-650667;
2026-06-21T06:05:30.802;835351541144983111;-497353;-506693;-514493;-650666;
2026-06-21T06:05:30.809;835351541152390519;-497484;-506824;-514624;-650666;
2026-06-21T06:05:30.816;835351541159797926;-497623;-506963;-514763;-650666;
2026-06-21T06:05:30.824;835351541167205333;-497768;-507108;-514908;-650666;
2026-06-21T06:05:30.831;835351541174612741;-497917;-507257;-515057;-650666;
2026-06-21T06:05:30.839;835351541182020148;-498071;-507411;-515211;-650666;
2026-06-21T06:05:30.846;835351541189427556;-498227;-507567;-515367;-650666;
2026-06-21T06:05:30.853;835351541196834963;-498385;-507725;-515525;-650666;
2026-06-21T06:05:30.861;835351541204242370;-498544;-507884;-515684;-650666;
2026-06-21T06:05:30.868;835351541211649778;-498702;-508042;-515842;-650666;
2026-06-21T06:05:30.876;835351541219057185;-498858;-508198;-515998;-650666;
2026-06-21T06:05:30.883;835351541226464593;-499012;-508352;-516152;-650666;
2026-06-21T06:05:30.891;835351541233872000;-499162;-508502;-516302;-650666;
2026-06-21T06:05:30.898;835351541241279407;-499309;-508649;-516449;-650666;
2026-06-21T06:05:30.905;835351541248686815;-499449;-508789;-516589;-650666;
2026-06-21T06:05:30.913;835351541256094222;-499584;-508924;-516724;-650666;
2026-06-21T06:05:30.920;835351541263501630;-499713;-509053;-516853;-650666;
2026-06-21T06:05:30.928;835351541270909037;-499834;-509174;-516974;-650666;
2026-06-21T06:05:30.935;835351541278316444;-499948;-509288;-517088;-650666;
2026-06-21T06:05:30.942;835351541285723852;-500054;-509394;-517194;-650666;
2026-06-21T06:05:30.950;835351541293131259;-500151;-509491;-517291;-650666;
2026-06-21T06:05:30.957;835351541300538667;-500240;-509580;-517380;-650666;
2026-06-21T06:05:30.965;835351541307946074;-500321;-509661;-517461;-650666;
2026-06-21T06:05:30.972;835351541315353481;-500393;-509733;-517533;-650666;
2026-06-21T06:05:30.979;835351541322760889;-500457;-509797;-517597;-650666;
2026-06-21T06:05:30.987;835351541330168296;-500513;-509853;-517653;-650666;
2026-06-21T06:05:30.994;835351541337575704;-500560;-509900;-517700;-650666;
2026-06-21T06:05:31.002;835351541344983111;-500600;-509940;-517740;-650666;
2026-06-21T06:05:31.009;835351541352390519;-500633;-509973;-517773;-650666;
2026-06-21T06:05:31.016;835351541359797926;-500660;-510000;-517800;-650666;
2026-06-21T06:05:31.024;835351541367205333;-500680;-510020;-517820;-650666;
2026-06-21T06:05:31.031;835351541374612741;-500695;-510035;-517835;-650666;
2026-06-21T06:05:31.039;835351541382020148;-500705;-510045;-517845;-650666;
2026-06-21T06:05:31.046;835351541389427556;-500710;-510050;-517850;-650666;
2026-06-21T06:05:31.053;835351541396834963;-500713;-510053;-517853;-650666;
2026-06-21T06:05:31.061;835351541404242370;-500713;-510053;-517853;-650666;
2026-06-21T06:05:31.068;835351541411649778;-500711;-510051;-517851;-650666;
2026-06-21T06:05:31.076;835351541419057185;-500707;-510047;-517847;-650666;
2026-06-21T06:05:31.083;835351541426464593;-500704;-510044;-517844;-650666;
2026-06-21T06:05:31.091;835351541433872000;-500700;-510040;-517840;-650666;
2026-06-21T06:05:31.098;835351541441279407;-500698;-510038;-517838;-650666;
2026-06-21T06:05:31.105;835351541448686815;-500698;-510038;-517838;-650666;
2026-06-21T06:05:31.113;835351541456094222;-500699;-510039;-517839;-650666;
2026-06-21T06:05:31.120;835351541463501630;-500704;-510044;-517844;-650666;
2026-06-21T06:05:31.128;835351541470909037;-500712;-510052;-517852;-650666;
2026-06-21T06:05:31.135;835351541478316444;-500723;-510063;-517863;-650666;
2026-06-21T06:05:31.142;835351541485723852;-500739;-510079;-517879;-650665;
2026-06-21T06:05:31.150;835351541493131259;-500759;-510099;-517899;-650665;
2026-06-21T06:05:31.157;835351541500538667;-500784;-510124;-517924;-650665;
2026-06-21T06:05:31.165;835351541507946074;-500814;-510154;-517954;-650665;
2026-06-21T06:05:31.172;835351541515353481;-500848;-510188;-517988;-650665;
2026-06-21T06:05:31.179;835351541522760889;-500887;-510227;-518027;-650665;
2026-06-21T06:05:31.187;835351541530168296;-500931;-510271;-518071;-650665;
2026-06-21T06:05:31.194;835351541537575704;-500979;-510319;-518119;-650665;
2026-06-21T06:05:31.202;835351541544983111;-501031;-510371;-518171;-650665;
2026-06-21T06:05:31.209;835351541552390519;-501087;-510427;-518227;-650665;
2026-06-21T06:05:31.216;835351541559797926;-501146;-510486;-518286;-650665;
2026-06-21T06:05:31.224;835351541567205333;-501208;-510548;-518348;-650665;
2026-06-21T06:05:31.231;835351541574612741;-501272;-510612;-518412;-650665;
2026-06-21T06:05:31.239;835351541582020148;-501337;-510677;-518477;-650665;
2026-06-21T06:05:31.246;835351541589427556;-501403;-510743;-518543;-650665;
2026-06-21T06:05:31.253;835351541596834963;-501468;-510808;-518608;-650665;
2026-06-21T06:05:31.261;835351541604242370;-501533;-510873;-518673;-650665;
2026-06-21T06:05:31.268;835351541611649778;-501596;-510936;-518736;-650665;
2026-06-21T06:05:31.276;835351541619057185;-501656;-510996;-518796;-650665;
2026-06-21T06:05:31.283;835351541626464593;-501712;-511052;-518852;-650665;
2026-06-21T06:05:31.291;835351541633872000;-501764;-511104;-518904;-650665;
2026-06-21T06:05:31.298;835351541641279407;-501810;-511150;-518950;-650665;
2026-06-21T06:05:31.305;835351541648686815;-501851;-511191;-518991;-650665;
2026-06-21T06:05:31.313;835351541656094222;-501884;-511224;-519024;-650665;
2026-06-21T06:05:31.320;835351541663501630;-501909;-511249;-519049;-650665;
2026-06-21T06:05:31.328;835351541670909037;-501926;-511266;-519066;-650665;
2026-06-21T06:05:31.335;835351541678316444;-501933;-511273;-519073;-650665;
2026-06-21T06:05:31.342;835351541685723852;-501930;-511270;-519070;-650665;
2026-06-21T06:05:31.350;835351541693131259;-501917;-511257;-519057;-650665;
2026-06-21T06:05:31.357;835351541700538667;-501892;-511232;-519032;-650665;
2026-06-21T06:05:31.365;835351541707946074;-501856;-511196;-518996;-650665;
2026-06-21T06:05:31.372;835351541715353481;-501809;-511149;-518949;-650665;
2026-06-21T06:05:31.379;835351541722760889;-501749;-511089;-518889;-650665;
2026-06-21T06:05:31.387;835351541730168296;-501677;-511017;-518817;-650665;
2026-06-21T06:05:31.394;835351541737575704;-501593;-510933;-518733;-650665;
2026-06-21T06:05:31.402;835351541744983111;-501497;-510837;-518637;-650665;
2026-06-21T06:05:31.409;835351541752390519;-501389;-510729;-518529;-650665;
2026-06-21T06:05:31.416;835351541759797926;-501269;-510609;-518409;-650665;
2026-06-21T06:05:31.424;835351541767205333;-501138;-510478;-518278;-650665;
2026-06-21T06:05:31.431;835351541774612741;-500996;-510336;-518136;-650665;
2026-06-21T06:05:31.439;835351541782020148;-500845;-510185;-517985;-650665;
2026-06-21T06:05:31.446;835351541789427556;-500684;-510024;-517824;-650665;
2026-06-21T06:05:31.453;835351541796834963;-500514;-509854;-517654;-650665;
2026-06-21T06:05:31.461;835351541804242370;-500337;-509677;-517477;-650665;
2026-06-21T06:05:31.468;835351541811649778;-500152;-509492;-517292;-650665;
2026-06-21T06:05:31.476;835351541819057185;-499962;-509302;-517102;-650665;
2026-06-21T06:05:31.483;835351541826464593;-499768;-509108;-516908;-650665;
2026-06-21T06:05:31.491;835351541833872000;-499570;-508910;-516710;-650665;
2026-06-21T06:05:31.498;835351541841279407;-499370;-508710;-516510;-650664;
2026-06-21T06:05:31.505;835351541848686815;-499168;-508508;-516308;-650664;
2026-06-21T06:05:31.513;835351541856094222;-498967;-508307;-516107;-650664;
2026-06-21T06:05:31.520;835351541863501630;-498767;-508107;-515907;-650664;
2026-06-21T06:05:31.528;835351541870909037;-498570;-507910;-515710;-650664;
2026-06-21T06:05:31.535;835351541878316444;-498376;-507716;-515516;-650664;
2026-06-21T06:05:31.542;835351541885723852;-498188;-507528;-515328;-650664;
2026-06-21T06:05:31.550;835351541893131259;-498007;-507347;-515147;-650664;
2026-06-21T06:05:31.557;835351541900538667;-497833;-507173;-514973;-650664;
2026-06-21T06:05:31.565;835351541907946074;-497667;-507007;-514807;-650664;
2026-06-21T06:05:31.572;835351541915353481;-497511;-506851;-514651;-650664;
2026-06-21T06:05:31.579;835351541922760889;-497366;-506706;-514506;-650664;
2026-06-21T06:05:31.587;835351541930168296;-497233;-506573;-514373;-650664;
2026-06-21T06:05:31.594;835351541937575704;-497112;-506452;-514252;-650664;
2026-06-21T06:05:31.602;835351541944983111;-497004;-506344;-514144;-650664;
2026-06-21T06:05:31.609;835351541952390519;-496910;-506250;-514050;-650664;
2026-06-21T06:05:31.616;835351541959797926;-496831;-506171;-513971;-650664;
2026-06-21T06:05:31.624;835351541967205333;-496766;-506106;-513906;-650664;
2026-06-21T06:05:31.631;835351541974612741;-496716;-506056;-513856;-650664;
2026-06-21T06:05:31.639;835351541982020148;-496681;-506021;-513821;-650664;
2026-06-21T06:05:31.646;835351541989427556;-496662;-506002;-513802;-650664;
2026-06-21T06:05:31.653;835351541996834963;-496658;-505998;-513798;-650664;
2026-06-21T06:05:31.661;835351542004242370;-496669;-506009;-513809;-650664;
2026-06-21T06:05:31.668;835351542011649778;-496696;-506036;-513836;-650664;
2026-06-21T06:05:31.676;835351542019057185;-496736;-506076;-513876;-650664;
2026-06-21T06:05:31.683;835351542026464593;-496791;-506131;-513931;-650664;
2026-06-21T06:05:31.691;835351542033872000;-496859;-506199;-513999;-650664;
2026-06-21T06:05:31.698;835351542041279407;-496940;-506280;-514080;-650664;
2026-06-21T06:05:31.705;835351542048686815;-497034;-506374;-514174;-650664;
2026-06-21T06:05:31.713;835351542056094222;-497138;-506478;-514278;-650664;
2026-06-21T06:05:31.720;835351542063501630;-497253;-506593;-514393;-650664;
2026-06-21T06:05:31.728;835351542070909037;-497377;-506717;-514517;-650664;
2026-06-21T06:05:31.735;835351542078316444;-497509;-506849;-514649;-650664;
2026-06-21T06:05:31.742;835351542085723852;-497648;-506988;-514788;-650664;
2026-06-21T06:05:31.750;835351542093131259;-497794;-507134;-514934;-650664;
2026-06-21T06:05:31.757;835351542100538667;-497945;-507285;-515085;-650664;
2026-06-21T06:05:31.765;835351542107946074;-498099;-507439;-515239;-650664;
2026-06-21T06:05:31.772;835351542115353481;-498256;-507596;-515396;-650664;
2026-06-21T06:05:31.779;835351542122760889;-498415;-507755;-515555;-650664;
2026-06-21T06:05:31.787;835351542130168296;-498575;-507915;-515715;-650664;
2026-06-21T06:05:31.794;835351542137575704;-498733;-508073;-515873;-650664;
2026-06-21T06:05:31.802;835351542144983111;-498890;-508230;-516030;-650664;
2026-06-21T06:05:31.809;835351542152390519;-499045;-508385;-516185;-650664;
2026-06-21T06:05:31.816;835351542159797926;-499195;-508535;-516335;-650664;
2026-06-21T06:05:31.824;835351542167205333;-499342;-508682;-516482;-650664;
2026-06-21T06:05:31.831;835351542174612741;-499482;-508822;-516622;-650664;
2026-06-21T06:05:31.839;835351542182020148;-499617;-508957;-516757;-650664;
2026-06-21T06:05:31.846;835351542189427556;-499746;-509086;-516886;-650664;
2026-06-21T06:05:31.853;835351542196834963;-499867;-509207;-517007;-650664;
2026-06-21T06:05:31.861;835351542204242370;-499980;-509320;-517120;-650663;
2026-06-21T06:05:31.868;835351542211649778;-500085;-509425;-517225;-650663;
2026-06-21T06:05:31.876;835351542219057185;-500182;-509522;-517322;-650663;
2026-06-21T06:05:31.883;835351542226464593;-500271;-509611;-517411;-650663;
2026-06-21T06:05:31.891;835351542233872000;-500350;-509690;-517490;-650663;
2026-06-21T06:05:31.898;835351542241279407;-500422;-509762;-517562;-650663;
2026-06-21T06:05:31.905;835351542248686815;-500485;-509825;-517625;-650663;
2026-06-21T06:05:31.913;835351542256094222;-500539;-509879;-517679;-650663;
2026-06-21T06:05:31.920;835351542263501630;-500586;-509926;-517726;-650663;
2026-06-21T06:05:31.928;835351542270909037;-500625;-509965;-517765;-650663;
2026-06-21T06:05:31.935;835351542278316444;-500657;-509997;-517797;-650663;
2026-06-21T06:05:31.942;835351542285723852;-500682;-510022;-517822;-650663;
2026-06-21T06:05:31.950;835351542293131259;-500701;-510041;-517841;-650663;
2026-06-21T06:05:31.957;835351542300538667;-500715;-510055;-517855;-650663;
2026-06-21T06:05:31.965;835351542307946074;-500724;-510064;-517864;-650663;
2026-06-21T06:05:31.972;835351542315353481;-500730;-510070;-517870;-650663;
2026-06-21T06:05:31.979;835351542322760889;-500731;-510071;-517871;-650663;
2026-06-21T06:05:31.987;835351542330168296;-500731;-510071;-517871;-650663;
2026-06-21T06:05:31.994;835351542337575704;-500728;-510068;-517868;-650663;
2026-06-21T06:05:32.002;835351542344983111;-500725;-510065;-517865;-650663;
2026-06-21T06:05:32.009;835351542352390519;-500721;-510061;-517861;-650663;
2026-06-21T06:05:32.016;835351542359797926;-500718;-510058;-517858;-650663;
2026-06-21T06:05:32.024;835351542367205333;-500716;-510056;-517856;-650663;
2026-06-21T06:05:32.031;835351542374612741;-500716;-510056;-517856;-650663;
2026-06-21T06:05:32.039;835351542382020148;-500718;-510058;-517858;-650663;
2026-06-21T06:05:32.046;835351542389427556;-500723;-510063;-517863;-650663;
2026-06-21T06:05:32.053;835351542396834963;-500732;-510072;-517872;-650663;
2026-06-21T06:05:32.061;835351542404242370;-500745;-510085;-517885;-650663;
2026-06-21T06:05:32.068;835351542411649778;-500762;-510102;-517902;-650663;
2026-06-21T06:05:32.076;835351542419057185;-500783;-510123;-517923;-650663;
2026-06-21T06:05:32.083;835351542426464593;-500809;-510149;-517949;-650663;
2026-06-21T06:05:32.091;835351542433872000;-500840;-510180;-517980;-650663;
2026-06-21T06:05:32.098;835351542441279407;-500876;-510216;-518016;-650663;
2026-06-21T06:05:32.105;835351542448686815;-500917;-510257;-518057;-650663;
2026-06-21T06:05:32.113;835351542456094222;-500962;-510302;-518102;-650663;
2026-06-21T06:05:32.120;835351542463501630;-501012;-510352;-518152;-650663;
2026-06-21T06:05:32.128;835351542470909037;-501065;-510405;-518205;-650663;
2026-06-21T06:05:32.135;835351542478316444;-501122;-510462;-518262;-650663;
2026-06-21T06:05:32.142;835351542485723852;-501183;-510523;-518323;-650663;
2026-06-21T06:05:32.150;835351542493131259;-501245;-510585;-518385;-650663;
2026-06-21T06:05:32.157;835351542500538667;-501310;-510650;-518450;-650663;
2026-06-21T06:05:32.165;835351542507946074;-501375;-510715;-518515;-650663;
2026-06-21T06:05:32.172;835351542515353481;-501442;-510782;-518582;-650663;
2026-06-21T06:05:32.179;835351542522760889;-501507;-510847;-518647;-650663;
2026-06-21T06:05:32.187;835351542530168296;-501571;-510911;-518711;-650663;
2026-06-21T06:05:32.194;835351542537575704;-501634;-510974;-518774;-650663;
2026-06-21T06:05:32.202;835351542544983111;-501693;-511033;-518833;-650663;
2026-06-21T06:05:32.209;835351542552390519;-501748;-511088;-518888;-650663;
2026-06-21T06:05:32.216;835351542559797926;-501798;-511138;-518938;-650663;
2026-06-21T06:05:32.224;835351542567205333;-501843;-511183;-518983;-650663;
2026-06-21T06:05:32.231;835351542574612741;-501881;-511221;-519021;-650662;
2026-06-21T06:05:32.239;835351542582020148;-501911;-511251;-519051;-650662;
2026-06-21T06:05:32.246;835351542589427556;-501933;-511273;-519073;-650662;
2026-06-21T06:05:32.253;835351542596834963;-501947;-511287;-519087;-650662;
2026-06-21T06:05:32.261;835351542604242370;-501950;-511290;-519090;-650662;
2026-06-21T06:05:32.268;835351542611649778;-501943;-511283;-519083;-650662;
2026-06-21T06:05:32.276;835351542619057185;-501925;-511265;-519065;-650662;
2026-06-21T06:05:32.283;835351542626464593;-501896;-511236;-519036;-650662;
2026-06-21T06:05:32.291;835351542633872000;-501855;-511195;-518995;-650662;
2026-06-21T06:05:32.298;835351542641279407;-501802;-511142;-518942;-650662;
2026-06-21T06:05:32.305;835351542648686815;-501737;-511077;-518877;-650662;
2026-06-21T06:05:32.313;835351542656094222;-501660;-511000;-518800;-650662;
2026-06-21T06:05:32.320;835351542663501630;-501570;-510910;-518710;-650662;
2026-06-21T06:05:32.328;835351542670909037;-501468;-510808;-518608;-650662;
2026-06-21T06:05:32.335;835351542678316444;-501355;-510695;-518495;-650662;
2026-06-21T06:05:32.342;835351542685723852;-501229;-510569;-518369;-650662;
2026-06-21T06:05:32.350;835351542693131259;-501093;-510433;-518233;-650662;
2026-06-21T06:05:32.357;835351542700538667;-500946;-510286;-518086;-650662;
2026-06-21T06:05:32.365;835351542707946074;-500789;-510129;-517929;-650662;
2026-06-21T06:05:32.372;835351542715353481;-500623;-509963;-517763;-650662;
2026-06-21T06:05:32.379;835351542722760889;-500449;-509789;-517589;-650662;
2026-06-21T06:05:32.387;835351542730168296;-500268;-509608;-517408;-650662;
2026-06-21T06:05:32.394;835351542737575704;-500080;-509420;-517220;-650662;
2026-06-21T06:05:32.402;835351542744983111;-499887;-509227;-517027;-650662;
2026-06-21T06:05:32.409;835351542752390519;-499689;-509029;-516829;-650662;
2026-06-21T06:05:32.416;835351542759797926;-499489;-508829;-516629;-650662;
2026-06-21T06:05:32.424;835351542767205333;-499287;-508627;-516427;-650662;
2026-06-21T06:05:32.431;835351542774612741;-499084;-508424;-516224;-650662;
2026-06-21T06:05:32.439;835351542782020148;-498883;-508223;-516023;-650662;
2026-06-21T06:05:32.446;835351542789427556;-498683;-508023;-515823;-650662;
2026-06-21T06:05:32.453;835351542796834963;-498487;-507827;-515627;-650662;
2026-06-21T06:05:32.461;835351542804242370;-498295;-507635;-515435;-650662;
2026-06-21T06:05:32.468;835351542811649778;-498109;-507449;-515249;-650662;
2026-06-21T06:05:32.476;835351542819057185;-497930;-507270;-515070;-650662;
2026-06-21T06:05:32.483;835351542826464593;-497760;-507100;-514900;-650662;
2026-06-21T06:05:32.491;835351542833872000;-497598;-506938;-514738;-650662;
2026-06-21T06:05:32.498;835351542841279407;-497448;-506788;-514588;-650662;
2026-06-21T06:05:32.505;835351542848686815;-497308;-506648;-514448;-650662;
2026-06-21T06:05:32.513;835351542856094222;-497181;-506521;-514321;-650662;
2026-06-21T06:05:32.520;835351542863501630;-497066;-506406;-514206;-650662;
2026-06-21T06:05:32.528;835351542870909037;-496966;-506306;-514106;-650662;
2026-06-21T06:05:32.535;835351542878316444;-496879;-506219;-514019;-650662;
2026-06-21T06:05:32.542;835351542885723852;-496807;-506147;-513947;-650662;
2026-06-21T06:05:32.550;835351542893131259;-496751;-506091;-513891;-650662;
2026-06-21T06:05:32.557;835351542900538667;-496709;-506049;-513849;-650662;
2026-06-21T06:05:32.565;835351542907946074;-496684;-506024;-513824;-650662;
2026-06-21T06:05:32.572;835351542915353481;-496673;-506013;-513813;-650662;
2026-06-21T06:05:32.579;835351542922760889;-496678;-506018;-513818;-650662;
2026-06-21T06:05:32.587;835351542930168296;-496698;-506038;-513838;-650662;
2026-06-21T06:05:32.594;835351542937575704;-496733;-506073;-513873;-650662;
2026-06-21T06:05:32.602;835351542944983111;-496783;-506123;-513923;-650662;
2026-06-21T06:05:32.609;835351542952390519;-496846;-506186;-513986;-650662;
2026-06-21T06:05:32.616;835351542959797926;-496923;-506263;-514063;-650661;
2026-06-21T06:05:32.624;835351542967205333;-497012;-506352;-514152;-650661;
2026-06-21T06:05:32.631;835351542974612741;-497112;-506452;-514252;-650661;
2026-06-21T06:05:32.639;835351542982020148;-497224;-506564;-514364;-650661;
2026-06-21T06:05:32.646;835351542989427556;-497345;-506685;-514485;-650661;
2026-06-21T06:05:32.653;835351542996834963;-497475;-506815;-514615;-650661;
2026-06-21T06:05:32.661;835351543004242370;-497612;-506952;-514752;-650661;
2026-06-21T06:05:32.668;835351543011649778;-497757;-507097;-514897;-650661;
2026-06-21T06:05:32.676;835351543019057185;-497906;-507246;-515046;-650661;
2026-06-21T06:05:32.683;835351543026464593;-498060;-507400;-515200;-650661;
2026-06-21T06:05:32.691;835351543033872000;-498217;-507557;-515357;-650661;
2026-06-21T06:05:32.698;835351543041279407;-498377;-507717;-515517;-650661;
2026-06-21T06:05:32.705;835351543048686815;-498537;-507877;-515677;-650661;
2026-06-21T06:05:32.713;835351543056094222;-498696;-508036;-515836;-650661;
2026-06-21T06:05:32.720;835351543063501630;-498855;-508195;-515995;-650661;
2026-06-21T06:05:32.728;835351543070909037;-499011;-508351;-516151;-650661;
2026-06-21T06:05:32.735;835351543078316444;-499163;-508503;-516303;-650661;
2026-06-21T06:05:32.742;835351543085723852;-499312;-508652;-516452;-650661;
2026-06-21T06:05:32.750;835351543093131259;-499455;-508795;-516595;-650661;
2026-06-21T06:05:32.757;835351543100538667;-499592;-508932;-516732;-650661;
2026-06-21T06:05:32.765;835351543107946074;-499723;-509063;-516863;-650661;
2026-06-21T06:05:32.772;835351543115353481;-499847;-509187;-516987;-650661;
2026-06-21T06:05:32.779;835351543122760889;-499963;-509303;-517103;-650661;
2026-06-21T06:05:32.787;835351543130168296;-500071;-509411;-517211;-650661;
2026-06-21T06:05:32.794;835351543137575704;-500171;-509511;-517311;-650661;
2026-06-21T06:05:32.802;835351543144983111;-500262;-509602;-517402;-650661;
2026-06-21T06:05:32.809;835351543152390519;-500344;-509684;-517484;-650661;
2026-06-21T06:05:32.816;835351543159797926;-500418;-509758;-517558;-650661;
2026-06-21T06:05:32.824;835351543167205333;-500483;-509823;-517623;-650661;
2026-06-21T06:05:32.831;835351543174612741;-500540;-509880;-517680;-650661;
2026-06-21T06:05:32.839;835351543182020148;-500589;-509929;-517729;-650661;
2026-06-21T06:05:32.846;835351543189427556;-500630;-509970;-517770;-650661;
2026-06-21T06:05:32.853;835351543196834963;-500664;-510004;-517804;-650661;
2026-06-21T06:05:32.861;835351543204242370;-500691;-510031;-517831;-650661;
2026-06-21T06:05:32.868;835351543211649778;-500711;-510051;-517851;-650661;
2026-06-21T06:05:32.876;835351543219057185;-500726;-510066;-517866;-650661;
2026-06-21T06:05:32.883;835351543226464593;-500736;-510076;-517876;-650661;
2026-06-21T06:05:32.891;835351543233872000;-500742;-510082;-517882;-650661;
2026-06-21T06:05:32.898;835351543241279407;-500745;-510085;-517885;-650661;
2026-06-21T06:05:32.905;835351543248686815;-500744;-510084;-517884;-650661;
2026-06-21T06:05:32.913;835351543256094222;-500742;-510082;-517882;-650661;
2026-06-21T06:05:32.920;835351543263501630;-500739;-510079;-517879;-650661;
2026-06-21T06:05:32.928;835351543270909037;-500735;-510075;-517875;-650661;
2026-06-21T06:05:32.935;835351543278316444;-500732;-510072;-517872;-650661;
2026-06-21T06:05:32.942;835351543285723852;-500729;-510069;-517869;-650661;
2026-06-21T06:05:32.950;835351543293131259;-500729;-510069;-517869;-650661;
2026-06-21T06:05:32.957;835351543300538667;-500731;-510071;-517871;-650661;
2026-06-21T06:05:32.965;835351543307946074;-500735;-510075;-517875;-650661;
2026-06-21T06:05:32.972;835351543315353481;-500743;-510083;-517883;-650661;
2026-06-21T06:05:32.979;835351543322760889;-500756;-510096;-517896;-650661;
2026-06-21T06:05:32.987;835351543330168296;-500772;-510112;-517912;-650661;
2026-06-21T06:05:32.994;835351543337575704;-500793;-510133;-517933;-650661;
2026-06-21T06:05:33.002;835351543344983111;-500818;-510158;-517958;-650661;
2026-06-21T06:05:33.009;835351543352390519;-500849;-510189;-517989;-650661;
2026-06-21T06:05:33.016;835351543359797926;-500884;-510224;-518024;-650660;
2026-06-21T06:05:33.024;835351543367205333;-500924;-510264;-518064;-650660;
2026-06-21T06:05:33.031;835351543374612741;-500969;-510309;-518109;-650660;
2026-06-21T06:05:33.039;835351543382020148;-501018;-510358;-518158;-650660;
2026-06-21T06:05:33.046;835351543389427556;-501072;-510412;-518212;-650660;
2026-06-21T06:05:33.053;835351543396834963;-501129;-510469;-518269;-650660;
2026-06-21T06:05:33.061;835351543404242370;-501189;-510529;-518329;-650660;
2026-06-21T06:05:33.068;835351543411649778;-501251;-510591;-518391;-650660;
2026-06-21T06:05:33.076;835351543419057185;-501316;-510656;-518456;-650660;
2026-06-21T06:05:33.083;835351543426464593;-501382;-510722;-518522;-650660;
2026-06-21T06:05:33.091;835351543433872000;-501448;-510788;-518588;-650660;
2026-06-21T06:05:33.098;835351543441279407;-501514;-510854;-518654;-650660;
2026-06-21T06:05:33.105;835351543448686815;-501579;-510919;-518719;-650660;
2026-06-21T06:05:33.113;835351543456094222;-501641;-510981;-518781;-650660;
2026-06-21T06:05:33.120;835351543463501630;-501701;-511041;-518841;-650660;
2026-06-21T06:05:33.128;835351543470909037;-501757;-511097;-518897;-650660;
2026-06-21T06:05:33.135;835351543478316444;-501808;-511148;-518948;-650660;
2026-06-21T06:05:33.142;835351543485723852;-501853;-511193;-518993;-650660;
2026-06-21T06:05:33.150;835351543493131259;-501891;-511231;-519031;-650660;
2026-06-21T06:05:33.157;835351543500538667;-501922;-511262;-519062;-650660;
2026-06-21T06:05:33.165;835351543507946074;-501945;-511285;-519085;-650660;
2026-06-21T06:05:33.172;835351543515353481;-501958;-511298;-519098;-650660;
2026-06-21T06:05:33.179;835351543522760889;-501962;-511302;-519102;-650660;
2026-06-21T06:05:33.187;835351543530168296;-501955;-511295;-519095;-650660;
2026-06-21T06:05:33.194;835351543537575704;-501938;-511278;-519078;-650660;
