Phone timestamp;RR-interval [ms]
2026-06-13T20:58:08.790;960
2026-06-13T20:58:09.795;1005
2026-06-13T20:58:10.845;1050
2026-06-13T20:58:11.856;1011
2026-06-13T20:58:12.816;960
2026-06-13T20:58:13.806;990
2026-06-13T20:58:14.851;1045
2026-06-13T20:58:15.874;1023
2026-06-13T20:58:16.838;964
2026-06-13T20:58:17.815;977
2026-06-13T20:58:18.852;1037
2026-06-13T20:58:19.884;1032
2026-06-13T20:58:20.855;971
2026-06-13T20:58:21.821;966
2026-06-13T20:58:22.847;1026
2026-06-13T20:58:23.887;1040
2026-06-13T20:58:24.868;981
2026-06-13T20:58:25.826;958
2026-06-13T20:58:26.839;1013
2026-06-13T20:58:27.882;1043
2026-06-13T20:58:28.874;992
2026-06-13T20:58:29.828;954
2026-06-13T20:58:30.826;998
2026-06-13T20:58:31.869;1043
2026-06-13T20:58:32.873;1004
2026-06-13T20:58:33.826;953
2026-06-13T20:58:34.810;984
2026-06-13T20:58:35.849;1039
2026-06-13T20:58:36.865;1016
2026-06-13T20:58:37.822;957
2026-06-13T20:58:38.792;970
2026-06-13T20:58:39.823;1031
2026-06-13T20:58:40.849;1026
2026-06-13T20:58:41.813;964
2026-06-13T20:58:42.772;959
2026-06-13T20:58:43.792;1020
2026-06-13T20:58:44.825;1033
2026-06-13T20:58:45.799;974
2026-06-13T20:58:46.751;952
2026-06-13T20:58:47.757;1006
2026-06-13T20:58:48.794;1037
2026-06-13T20:58:49.780;986
2026-06-13T20:58:50.728;948
2026-06-13T20:58:51.720;992
2026-06-13T20:58:52.757;1037
2026-06-13T20:58:53.755;998
2026-06-13T20:58:54.703;948
2026-06-13T20:58:55.681;978
2026-06-13T20:58:56.714;1033
2026-06-13T20:58:57.724;1010
2026-06-13T20:58:58.676;952
2026-06-13T20:58:59.641;965
2026-06-13T20:59:00.666;1025
2026-06-13T20:59:01.687;1021
2026-06-13T20:59:02.646;959
2026-06-13T20:59:03.600;954
2026-06-13T20:59:04.615;1015
2026-06-13T20:59:05.643;1028
2026-06-13T20:59:06.613;970
2026-06-13T20:59:07.560;947
2026-06-13T20:59:08.562;1002
2026-06-13T20:59:09.595;1033
2026-06-13T20:59:10.577;982
2026-06-13T20:59:11.521;944
2026-06-13T20:59:12.510;989
2026-06-13T20:59:13.543;1033
2026-06-13T20:59:14.538;995
2026-06-13T20:59:15.482;944
2026-06-13T20:59:16.457;975
2026-06-13T20:59:17.487;1030
2026-06-13T20:59:18.495;1008
2026-06-13T20:59:19.444;949
2026-06-13T20:59:20.407;963
2026-06-13T20:59:21.430;1023
2026-06-13T20:59:22.449;1019
2026-06-13T20:59:23.406;957
2026-06-13T20:59:24.359;953
2026-06-13T20:59:25.372;1013
2026-06-13T20:59:26.399;1027
2026-06-13T20:59:27.368;969
2026-06-13T20:59:28.314;946
2026-06-13T20:59:29.315;1001
2026-06-13T20:59:30.347;1032
2026-06-13T20:59:31.329;982
2026-06-13T20:59:32.272;943
2026-06-13T20:59:33.260;988
2026-06-13T20:59:34.293;1033
2026-06-13T20:59:35.288;995
2026-06-13T20:59:36.233;945
2026-06-13T20:59:37.209;976
2026-06-13T20:59:38.240;1031
2026-06-13T20:59:39.249;1009
2026-06-13T20:59:40.199;950
2026-06-13T20:59:41.163;964
2026-06-13T20:59:42.188;1025
2026-06-13T20:59:43.208;1020
2026-06-13T20:59:44.167;959
2026-06-13T20:59:45.122;955
2026-06-13T20:59:46.138;1016
2026-06-13T20:59:47.167;1029
2026-06-13T20:59:48.138;971
2026-06-13T20:59:49.087;949
2026-06-13T20:59:50.091;1004
2026-06-13T20:59:51.126;1035
2026-06-13T20:59:52.111;985
2026-06-13T20:59:53.058;947
2026-06-13T20:59:54.050;992
2026-06-13T20:59:55.087;1037
2026-06-13T20:59:56.086;999
2026-06-13T20:59:57.035;949
2026-06-13T20:59:58.015;980
2026-06-13T20:59:59.050;1035
2026-06-13T21:00:00.063;1013
2026-06-13T21:00:01.018;955
2026-06-13T21:00:01.987;969
2026-06-13T21:00:03.017;1030
2026-06-13T21:00:04.042;1025
2026-06-13T21:00:05.006;964
2026-06-13T21:00:05.966;960
2026-06-13T21:00:06.987;1021
2026-06-13T21:00:08.022;1035
2026-06-13T21:00:08.999;977
2026-06-13T21:00:09.954;955
2026-06-13T21:00:10.964;1010
2026-06-13T21:00:12.005;1041
2026-06-13T21:00:12.996;991
2026-06-13T21:00:13.949;953
2026-06-13T21:00:14.947;998
2026-06-13T21:00:15.990;1043
2026-06-13T21:00:16.995;1005
2026-06-13T21:00:17.950;955
2026-06-13T21:00:18.936;986
2026-06-13T21:00:19.978;1042
2026-06-13T21:00:20.998;1020
2026-06-13T21:00:21.959;961
2026-06-13T21:00:22.934;975
2026-06-13T21:00:23.970;1036
2026-06-13T21:00:25.002;1032
2026-06-13T21:00:25.973;971
2026-06-13T21:00:26.940;967
2026-06-13T21:00:27.968;1028
2026-06-13T21:00:29.010;1042
2026-06-13T21:00:29.993;983
2026-06-13T21:00:30.954;961
2026-06-13T21:00:31.971;1017
2026-06-13T21:00:33.019;1048
2026-06-13T21:00:34.016;997
2026-06-13T21:00:34.976;960
2026-06-13T21:00:35.981;1005
2026-06-13T21:00:37.031;1050
2026-06-13T21:00:38.043;1012
2026-06-13T21:00:39.005;962
2026-06-13T21:00:39.998;993
2026-06-13T21:00:41.046;1048
2026-06-13T21:00:42.072;1026
2026-06-13T21:00:43.040;968
2026-06-13T21:00:44.022;982
2026-06-13T21:00:45.064;1042
2026-06-13T21:00:46.102;1038
2026-06-13T21:00:47.079;977
2026-06-13T21:00:48.052;973
2026-06-13T21:00:49.086;1034
2026-06-13T21:00:50.133;1047
2026-06-13T21:00:51.122;989
2026-06-13T21:00:52.089;967
2026-06-13T21:00:53.111;1022
2026-06-13T21:00:54.164;1053
2026-06-13T21:00:55.167;1003
2026-06-13T21:00:56.132;965
2026-06-13T21:00:57.142;1010
2026-06-13T21:00:58.197;1055
2026-06-13T21:00:59.214;1017
2026-06-13T21:01:00.181;967
2026-06-13T21:01:01.178;997
2026-06-13T21:01:02.231;1053
2026-06-13T21:01:03.261;1030
2026-06-13T21:01:04.233;972
2026-06-13T21:01:05.219;986
2026-06-13T21:01:06.265;1046
2026-06-13T21:01:07.307;1042
2026-06-13T21:01:08.288;981
2026-06-13T21:01:09.264;976
2026-06-13T21:01:10.301;1037
2026-06-13T21:01:11.352;1051
2026-06-13T21:01:12.344;992
2026-06-13T21:01:13.314;970
2026-06-13T21:01:14.339;1025
2026-06-13T21:01:15.395;1056
2026-06-13T21:01:16.400;1005
2026-06-13T21:01:17.367;967
2026-06-13T21:01:18.379;1012
2026-06-13T21:01:19.436;1057
2026-06-13T21:01:20.455;1019
2026-06-13T21:01:21.423;968
2026-06-13T21:01:22.422;999
2026-06-13T21:01:23.476;1054
2026-06-13T21:01:24.507;1031
2026-06-13T21:01:25.480;973
2026-06-13T21:01:26.466;986
2026-06-13T21:01:27.513;1047
2026-06-13T21:01:28.555;1042
2026-06-13T21:01:29.536;981
2026-06-13T21:01:30.512;976
2026-06-13T21:01:31.549;1037
2026-06-13T21:01:32.599;1050
2026-06-13T21:01:33.591;992
2026-06-13T21:01:34.560;969
2026-06-13T21:01:35.584;1024
2026-06-13T21:01:36.639;1055
2026-06-13T21:01:37.643;1004
2026-06-13T21:01:38.609;966
2026-06-13T21:01:39.619;1010
2026-06-13T21:01:40.674;1055
2026-06-13T21:01:41.691;1017
2026-06-13T21:01:42.657;966
2026-06-13T21:01:43.653;996
2026-06-13T21:01:44.704;1051
2026-06-13T21:01:45.733;1029
2026-06-13T21:01:46.703;970
2026-06-13T21:01:47.686;983
2026-06-13T21:01:48.730;1044
2026-06-13T21:01:49.769;1039
2026-06-13T21:01:50.746;977
2026-06-13T21:01:51.719;973
2026-06-13T21:01:52.752;1033
2026-06-13T21:01:53.798;1046
2026-06-13T21:01:54.786;988
2026-06-13T21:01:55.751;965
2026-06-13T21:01:56.771;1020
2026-06-13T21:01:57.821;1050
2026-06-13T21:01:58.820;999
2026-06-13T21:01:59.781;961
2026-06-13T21:02:00.786;1005
2026-06-13T21:02:01.836;1050
2026-06-13T21:02:02.847;1011
2026-06-13T21:02:03.808;961
2026-06-13T21:02:04.799;991
2026-06-13T21:02:05.845;1046
2026-06-13T21:02:06.868;1023
2026-06-13T21:02:07.832;964
2026-06-13T21:02:08.810;978
2026-06-13T21:02:09.848;1038
2026-06-13T21:02:10.881;1033
2026-06-13T21:02:11.852;971
2026-06-13T21:02:12.818;966
2026-06-13T21:02:13.845;1027
2026-06-13T21:02:14.885;1040
2026-06-13T21:02:15.866;981
2026-06-13T21:02:16.824;958
2026-06-13T21:02:17.837;1013
2026-06-13T21:02:18.881;1044
2026-06-13T21:02:19.874;993
2026-06-13T21:02:20.828;954
2026-06-13T21:02:21.827;999
2026-06-13T21:02:22.870;1043
2026-06-13T21:02:23.875;1005
2026-06-13T21:02:24.829;954
2026-06-13T21:02:25.813;984
2026-06-13T21:02:26.852;1039
2026-06-13T21:02:27.868;1016
2026-06-13T21:02:28.826;958
2026-06-13T21:02:29.797;971
2026-06-13T21:02:30.828;1031
2026-06-13T21:02:31.854;1026
2026-06-13T21:02:32.819;965
2026-06-13T21:02:33.779;960
2026-06-13T21:02:34.799;1020
2026-06-13T21:02:35.832;1033
2026-06-13T21:02:36.807;975
2026-06-13T21:02:37.759;952
2026-06-13T21:02:38.766;1007
2026-06-13T21:02:39.803;1037
2026-06-13T21:02:40.789;986
2026-06-13T21:02:41.737;948
2026-06-13T21:02:42.730;993
2026-06-13T21:02:43.767;1037
2026-06-13T21:02:44.766;999
2026-06-13T21:02:45.714;948
2026-06-13T21:02:46.692;978
2026-06-13T21:02:47.725;1033
2026-06-13T21:02:48.736;1011
2026-06-13T21:02:49.688;952
2026-06-13T21:02:50.653;965
2026-06-13T21:02:51.679;1026
2026-06-13T21:02:52.700;1021
2026-06-13T21:02:53.660;960
2026-06-13T21:02:54.615;955
2026-06-13T21:02:55.630;1015
2026-06-13T21:02:56.659;1029
2026-06-13T21:02:57.629;970
2026-06-13T21:02:58.576;947
2026-06-13T21:02:59.578;1002
2026-06-13T21:03:00.611;1033
2026-06-13T21:03:01.593;982
2026-06-13T21:03:02.537;944
2026-06-13T21:03:03.526;989
2026-06-13T21:03:04.559;1033
2026-06-13T21:03:05.554;995
2026-06-13T21:03:06.499;945
2026-06-13T21:03:07.474;975
2026-06-13T21:03:08.504;1030
2026-06-13T21:03:09.512;1008
2026-06-13T21:03:10.461;949
2026-06-13T21:03:11.424;963
2026-06-13T21:03:12.447;1023
2026-06-13T21:03:13.466;1019
2026-06-13T21:03:14.423;957
2026-06-13T21:03:15.376;953
2026-06-13T21:03:16.389;1013
2026-06-13T21:03:17.416;1027
2026-06-13T21:03:18.385;969
2026-06-13T21:03:19.331;946
2026-06-13T21:03:20.332;1001
2026-06-13T21:03:21.364;1032
2026-06-13T21:03:22.345;981
2026-06-13T21:03:23.288;943
2026-06-13T21:03:24.276;988
2026-06-13T21:03:25.309;1033
2026-06-13T21:03:26.304;995
2026-06-13T21:03:27.249;945
2026-06-13T21:03:28.224;975
2026-06-13T21:03:29.255;1031
2026-06-13T21:03:30.263;1008
2026-06-13T21:03:31.213;950
2026-06-13T21:03:32.177;964
2026-06-13T21:03:33.202;1025
2026-06-13T21:03:34.222;1020
2026-06-13T21:03:35.181;959
2026-06-13T21:03:36.136;955
2026-06-13T21:03:37.151;1015
2026-06-13T21:03:38.180;1029
2026-06-13T21:03:39.151;971
2026-06-13T21:03:40.100;949
2026-06-13T21:03:41.104;1004
2026-06-13T21:03:42.139;1035
2026-06-13T21:03:43.124;985
2026-06-13T21:03:44.071;947
2026-06-13T21:03:45.063;992
2026-06-13T21:03:46.100;1037
2026-06-13T21:03:47.099;999
2026-06-13T21:03:48.048;949
2026-06-13T21:03:49.027;979
2026-06-13T21:03:50.062;1035
2026-06-13T21:03:51.075;1013
2026-06-13T21:03:52.029;954
2026-06-13T21:03:52.997;968
2026-06-13T21:03:54.026;1029
2026-06-13T21:03:55.051;1025
2026-06-13T21:03:56.015;964
2026-06-13T21:03:56.975;960
2026-06-13T21:03:57.996;1021
2026-06-13T21:03:59.030;1034
2026-06-13T21:04:00.006;976
2026-06-13T21:04:00.960;954
2026-06-13T21:04:01.970;1010
2026-06-13T21:04:03.011;1041
2026-06-13T21:04:04.001;990
2026-06-13T21:04:04.953;952
2026-06-13T21:04:05.951;998
2026-06-13T21:04:06.994;1043
2026-06-13T21:04:07.999;1005
2026-06-13T21:04:08.954;955
2026-06-13T21:04:09.940;986
2026-06-13T21:04:10.981;1041
2026-06-13T21:04:12.000;1019
2026-06-13T21:04:12.961;961
2026-06-13T21:04:13.936;975
2026-06-13T21:04:14.972;1036
2026-06-13T21:04:16.003;1031
2026-06-13T21:04:16.974;971
2026-06-13T21:04:17.940;966
2026-06-13T21:04:18.967;1027
2026-06-13T21:04:20.008;1041
2026-06-13T21:04:20.991;983
2026-06-13T21:04:21.952;961
2026-06-13T21:04:22.968;1016
2026-06-13T21:04:24.015;1047
2026-06-13T21:04:25.012;997
2026-06-13T21:04:25.971;959
2026-06-13T21:04:26.975;1004
2026-06-13T21:04:28.024;1049
2026-06-13T21:04:29.036;1012
2026-06-13T21:04:29.997;961
2026-06-13T21:04:30.989;992
2026-06-13T21:04:32.037;1048
2026-06-13T21:04:33.063;1026
2026-06-13T21:04:34.030;967
2026-06-13T21:04:35.011;981
2026-06-13T21:04:36.053;1042
2026-06-13T21:04:37.091;1038
2026-06-13T21:04:38.068;977
2026-06-13T21:04:39.040;972
2026-06-13T21:04:40.073;1033
2026-06-13T21:04:41.120;1047
2026-06-13T21:04:42.109;989
2026-06-13T21:04:43.076;967
2026-06-13T21:04:44.098;1022
2026-06-13T21:04:45.151;1053
2026-06-13T21:04:46.154;1003
2026-06-13T21:04:47.119;965
2026-06-13T21:04:48.129;1010
2026-06-13T21:04:49.184;1055
2026-06-13T21:04:50.201;1017
2026-06-13T21:04:51.167;966
2026-06-13T21:04:52.164;997
2026-06-13T21:04:53.216;1052
2026-06-13T21:04:54.246;1030
2026-06-13T21:04:55.218;972
2026-06-13T21:04:56.204;986
2026-06-13T21:04:57.250;1046
2026-06-13T21:04:58.292;1042
2026-06-13T21:04:59.273;981
2026-06-13T21:05:00.249;976
2026-06-13T21:05:01.286;1037
2026-06-13T21:05:02.337;1051
2026-06-13T21:05:03.329;992
2026-06-13T21:05:04.299;970
2026-06-13T21:05:05.324;1025
2026-06-13T21:05:06.380;1056
2026-06-13T21:05:07.385;1005
2026-06-13T21:05:08.352;967
2026-06-13T21:05:09.364;1012
2026-06-13T21:05:10.421;1057
2026-06-13T21:05:11.440;1019
2026-06-13T21:05:12.408;968
2026-06-13T21:05:13.407;999
2026-06-13T21:05:14.461;1054
2026-06-13T21:05:15.492;1031
2026-06-13T21:05:16.465;973
2026-06-13T21:05:17.452;987
2026-06-13T21:05:18.499;1047
2026-06-13T21:05:19.541;1042
2026-06-13T21:05:20.522;981
2026-06-13T21:05:21.498;976
2026-06-13T21:05:22.535;1037
2026-06-13T21:05:23.585;1050
2026-06-13T21:05:24.577;992
2026-06-13T21:05:25.546;969
2026-06-13T21:05:26.570;1024
2026-06-13T21:05:27.625;1055
2026-06-13T21:05:28.629;1004
2026-06-13T21:05:29.595;966
2026-06-13T21:05:30.606;1011
2026-06-13T21:05:31.661;1055
2026-06-13T21:05:32.678;1017
2026-06-13T21:05:33.644;966
2026-06-13T21:05:34.641;997
2026-06-13T21:05:35.693;1052
2026-06-13T21:05:36.722;1029
2026-06-13T21:05:37.692;970
2026-06-13T21:05:38.676;984
2026-06-13T21:05:39.720;1044
2026-06-13T21:05:40.759;1039
2026-06-13T21:05:41.737;978
2026-06-13T21:05:42.710;973
2026-06-13T21:05:43.743;1033
2026-06-13T21:05:44.790;1047
2026-06-13T21:05:45.778;988
2026-06-13T21:05:46.743;965
2026-06-13T21:05:47.763;1020
2026-06-13T21:05:48.813;1050
2026-06-13T21:05:49.813;1000
2026-06-13T21:05:50.774;961
2026-06-13T21:05:51.780;1006
2026-06-13T21:05:52.830;1050
2026-06-13T21:05:53.842;1012
2026-06-13T21:05:54.803;961
2026-06-13T21:05:55.794;991
2026-06-13T21:05:56.840;1046
2026-06-13T21:05:57.864;1024
2026-06-13T21:05:58.829;965
2026-06-13T21:05:59.807;978
2026-06-13T21:06:00.845;1038
2026-06-13T21:06:01.878;1033
2026-06-13T21:06:02.850;972
2026-06-13T21:06:03.817;967
2026-06-13T21:06:04.844;1027
2026-06-13T21:06:05.884;1040
2026-06-13T21:06:06.866;982
2026-06-13T21:06:07.825;959
2026-06-13T21:06:08.839;1014
2026-06-13T21:06:09.883;1044
2026-06-13T21:06:10.876;993
2026-06-13T21:06:11.831;955
2026-06-13T21:06:12.830;999
2026-06-13T21:06:13.874;1044
2026-06-13T21:06:14.879;1005
2026-06-13T21:06:15.833;954
2026-06-13T21:06:16.818;985
2026-06-13T21:06:17.858;1040
2026-06-13T21:06:18.875;1017
2026-06-13T21:06:19.833;958
2026-06-13T21:06:20.804;971
2026-06-13T21:06:21.836;1032
2026-06-13T21:06:22.863;1027
2026-06-13T21:06:23.828;965
2026-06-13T21:06:24.788;960
2026-06-13T21:06:25.809;1021
2026-06-13T21:06:26.843;1034
2026-06-13T21:06:27.818;975
2026-06-13T21:06:28.770;952
2026-06-13T21:06:29.777;1007
2026-06-13T21:06:30.815;1038
2026-06-13T21:06:31.802;987
2026-06-13T21:06:32.750;948
2026-06-13T21:06:33.743;993
2026-06-13T21:06:34.781;1038
2026-06-13T21:06:35.780;999
2026-06-13T21:06:36.728;948
2026-06-13T21:06:37.707;979
2026-06-13T21:06:38.741;1034
2026-06-13T21:06:39.752;1011
2026-06-13T21:06:40.704;952
2026-06-13T21:06:41.670;966
2026-06-13T21:06:42.696;1026
2026-06-13T21:06:43.717;1021
2026-06-13T21:06:44.677;960
2026-06-13T21:06:45.632;955
2026-06-13T21:06:46.647;1015
2026-06-13T21:06:47.676;1029
2026-06-13T21:06:48.646;970
2026-06-13T21:06:49.594;948
2026-06-13T21:06:50.597;1003
2026-06-13T21:06:51.630;1033
2026-06-13T21:06:52.612;982
2026-06-13T21:06:53.556;944
2026-06-13T21:06:54.545;989
2026-06-13T21:06:55.579;1034
2026-06-13T21:06:56.574;995
2026-06-13T21:06:57.519;945
2026-06-13T21:06:58.494;975
2026-06-13T21:06:59.524;1030
2026-06-13T21:07:00.532;1008
2026-06-13T21:07:01.481;949
2026-06-13T21:07:02.444;963
2026-06-13T21:07:03.467;1023
2026-06-13T21:07:04.486;1019
2026-06-13T21:07:05.443;957
2026-06-13T21:07:06.396;953
2026-06-13T21:07:07.409;1013
2026-06-13T21:07:08.436;1027
2026-06-13T21:07:09.404;968
2026-06-13T21:07:10.350;946
2026-06-13T21:07:11.351;1001
2026-06-13T21:07:12.383;1032
2026-06-13T21:07:13.364;981
2026-06-13T21:07:14.307;943
2026-06-13T21:07:15.295;988
2026-06-13T21:07:16.328;1033
2026-06-13T21:07:17.323;995
2026-06-13T21:07:18.268;945
2026-06-13T21:07:19.243;975
2026-06-13T21:07:20.274;1031
2026-06-13T21:07:21.282;1008
2026-06-13T21:07:22.232;950
2026-06-13T21:07:23.196;964
2026-06-13T21:07:24.220;1024
2026-06-13T21:07:25.240;1020
2026-06-13T21:07:26.199;959
2026-06-13T21:07:27.153;954
2026-06-13T21:07:28.168;1015
2026-06-13T21:07:29.197;1029
2026-06-13T21:07:30.168;971
2026-06-13T21:07:31.116;948
2026-06-13T21:07:32.120;1004
2026-06-13T21:07:33.155;1035
2026-06-13T21:07:34.139;984
2026-06-13T21:07:35.085;946
2026-06-13T21:07:36.076;991
2026-06-13T21:07:37.112;1036
2026-06-13T21:07:38.110;998
2026-06-13T21:07:39.058;948
2026-06-13T21:07:40.037;979
2026-06-13T21:07:41.071;1034
2026-06-13T21:07:42.083;1012
2026-06-13T21:07:43.037;954
2026-06-13T21:07:44.005;968
2026-06-13T21:07:45.034;1029
2026-06-13T21:07:46.058;1024
2026-06-13T21:07:47.022;964
2026-06-13T21:07:47.981;959
2026-06-13T21:07:49.001;1020
2026-06-13T21:07:50.035;1034
2026-06-13T21:07:51.011;976
2026-06-13T21:07:51.965;954
2026-06-13T21:07:52.974;1009
2026-06-13T21:07:54.014;1040
2026-06-13T21:07:55.004;990
2026-06-13T21:07:55.956;952
2026-06-13T21:07:56.953;997
2026-06-13T21:07:57.995;1042
2026-06-13T21:07:58.999;1004
2026-06-13T21:07:59.953;954
2026-06-13T21:08:00.938;985
2026-06-13T21:08:01.979;1041
2026-06-13T21:08:02.998;1019
2026-06-13T21:08:03.958;960
2026-06-13T21:08:04.932;974
2026-06-13T21:08:05.967;1035
2026-06-13T21:08:06.998;1031
2026-06-13T21:08:07.968;970
2026-06-13T21:08:08.934;966
2026-06-13T21:08:09.961;1027
2026-06-13T21:08:11.002;1041
2026-06-13T21:08:11.984;982
2026-06-13T21:08:12.944;960
2026-06-13T21:08:13.960;1016
2026-06-13T21:08:15.007;1047
2026-06-13T21:08:16.004;997
2026-06-13T21:08:16.963;959
2026-06-13T21:08:17.967;1004
2026-06-13T21:08:19.016;1049
2026-06-13T21:08:20.027;1011
2026-06-13T21:08:20.988;961
2026-06-13T21:08:21.980;992
2026-06-13T21:08:23.027;1047
2026-06-13T21:08:24.052;1025
2026-06-13T21:08:25.019;967
2026-06-13T21:08:26.000;981
2026-06-13T21:08:27.042;1042
2026-06-13T21:08:28.079;1037
2026-06-13T21:08:29.055;976
2026-06-13T21:08:30.027;972
2026-06-13T21:08:31.060;1033
2026-06-13T21:08:32.107;1047
2026-06-13T21:08:33.096;989
2026-06-13T21:08:34.062;966
2026-06-13T21:08:35.084;1022
2026-06-13T21:08:36.137;1053
2026-06-13T21:08:37.139;1002
2026-06-13T21:08:38.103;964
2026-06-13T21:08:39.112;1009
2026-06-13T21:08:40.166;1054
2026-06-13T21:08:41.182;1016
2026-06-13T21:08:42.148;966
2026-06-13T21:08:43.145;997
2026-06-13T21:08:44.197;1052
2026-06-13T21:08:45.227;1030
2026-06-13T21:08:46.199;972
2026-06-13T21:08:47.184;985
2026-06-13T21:08:48.230;1046
2026-06-13T21:08:49.272;1042
2026-06-13T21:08:50.253;981
2026-06-13T21:08:51.229;976
2026-06-13T21:08:52.266;1037
2026-06-13T21:08:53.316;1050
2026-06-13T21:08:54.308;992
2026-06-13T21:08:55.278;970
2026-06-13T21:08:56.303;1025
2026-06-13T21:08:57.359;1056
2026-06-13T21:08:58.364;1005
2026-06-13T21:08:59.331;967
2026-06-13T21:09:00.343;1012
2026-06-13T21:09:01.400;1057
2026-06-13T21:09:02.419;1019
2026-06-13T21:09:03.387;968
2026-06-13T21:09:04.386;999
2026-06-13T21:09:05.440;1054
2026-06-13T21:09:06.472;1032
2026-06-13T21:09:07.445;973
2026-06-13T21:09:08.432;987
2026-06-13T21:09:09.479;1047
2026-06-13T21:09:10.521;1042
2026-06-13T21:09:11.502;981
2026-06-13T21:09:12.479;977
2026-06-13T21:09:13.516;1037
2026-06-13T21:09:14.567;1051
2026-06-13T21:09:15.559;992
2026-06-13T21:09:16.528;969
2026-06-13T21:09:17.553;1025
2026-06-13T21:09:18.608;1055
2026-06-13T21:09:19.612;1004
2026-06-13T21:09:20.578;966
2026-06-13T21:09:21.589;1011
2026-06-13T21:09:22.644;1055
2026-06-13T21:09:23.661;1017
2026-06-13T21:09:24.627;966
2026-06-13T21:09:25.624;997
2026-06-13T21:09:26.676;1052
2026-06-13T21:09:27.705;1029
2026-06-13T21:09:28.676;971
2026-06-13T21:09:29.660;984
2026-06-13T21:09:30.704;1044
2026-06-13T21:09:31.744;1040
2026-06-13T21:09:32.722;978
2026-06-13T21:09:33.695;973
2026-06-13T21:09:34.729;1034
2026-06-13T21:09:35.776;1047
2026-06-13T21:09:36.764;988
2026-06-13T21:09:37.730;966
2026-06-13T21:09:38.751;1021
2026-06-13T21:09:39.802;1051
2026-06-13T21:09:40.802;1000
2026-06-13T21:09:41.764;962
2026-06-13T21:09:42.770;1006
2026-06-13T21:09:43.821;1051
2026-06-13T21:09:44.833;1012
2026-06-13T21:09:45.794;961
2026-06-13T21:09:46.786;992
2026-06-13T21:09:47.833;1047
2026-06-13T21:09:48.857;1024
2026-06-13T21:09:49.822;965
2026-06-13T21:09:50.801;979
2026-06-13T21:09:51.840;1039
2026-06-13T21:09:52.874;1034
2026-06-13T21:09:53.846;972
2026-06-13T21:09:54.813;967
2026-06-13T21:09:55.841;1028
2026-06-13T21:09:56.882;1041
2026-06-13T21:09:57.864;982
2026-06-13T21:09:58.823;959
2026-06-13T21:09:59.837;1014
2026-06-13T21:10:00.882;1045
2026-06-13T21:10:01.876;994
2026-06-13T21:10:02.831;955
2026-06-13T21:10:03.831;1000
2026-06-13T21:10:04.875;1044
2026-06-13T21:10:05.881;1006
2026-06-13T21:10:06.836;955
2026-06-13T21:10:07.821;985
2026-06-13T21:10:08.861;1040
2026-06-13T21:10:09.878;1017
2026-06-13T21:10:10.836;958
2026-06-13T21:10:11.808;972
2026-06-13T21:10:12.840;1032
2026-06-13T21:10:13.867;1027
2026-06-13T21:10:14.833;966
2026-06-13T21:10:15.794;961
2026-06-13T21:10:16.815;1021
2026-06-13T21:10:17.849;1034
2026-06-13T21:10:18.824;975
2026-06-13T21:10:19.777;953
2026-06-13T21:10:20.785;1008
2026-06-13T21:10:21.823;1038
2026-06-13T21:10:22.810;987
2026-06-13T21:10:23.759;949
2026-06-13T21:10:24.752;993
2026-06-13T21:10:25.790;1038
2026-06-13T21:10:26.789;999
2026-06-13T21:10:27.738;949
2026-06-13T21:10:28.717;979
2026-06-13T21:10:29.751;1034
2026-06-13T21:10:30.762;1011
2026-06-13T21:10:31.715;953
2026-06-13T21:10:32.681;966
2026-06-13T21:10:33.707;1026
2026-06-13T21:10:34.728;1021
2026-06-13T21:10:35.688;960
2026-06-13T21:10:36.643;955
2026-06-13T21:10:37.659;1016
2026-06-13T21:10:38.688;1029
2026-06-13T21:10:39.658;970
2026-06-13T21:10:40.606;948
2026-06-13T21:10:41.609;1003
2026-06-13T21:10:42.642;1033
2026-06-13T21:10:43.625;983
2026-06-13T21:10:44.569;944
2026-06-13T21:10:45.558;989
2026-06-13T21:10:46.592;1034
2026-06-13T21:10:47.587;995
2026-06-13T21:10:48.532;945
2026-06-13T21:10:49.507;975
2026-06-13T21:10:50.537;1030
2026-06-13T21:10:51.545;1008
2026-06-13T21:10:52.494;949
2026-06-13T21:10:53.457;963
2026-06-13T21:10:54.480;1023
2026-06-13T21:10:55.499;1019
2026-06-13T21:10:56.456;957
2026-06-13T21:10:57.409;953
2026-06-13T21:10:58.422;1013
2026-06-13T21:10:59.449;1027
2026-06-13T21:11:00.417;968
2026-06-13T21:11:01.363;946
2026-06-13T21:11:02.364;1001
2026-06-13T21:11:03.396;1032
2026-06-13T21:11:04.377;981
2026-06-13T21:11:05.320;943
2026-06-13T21:11:06.308;988
2026-06-13T21:11:07.341;1033
2026-06-13T21:11:08.336;995
2026-06-13T21:11:09.280;944
2026-06-13T21:11:10.255;975
2026-06-13T21:11:11.285;1030
2026-06-13T21:11:12.293;1008
2026-06-13T21:11:13.243;950
2026-06-13T21:11:14.206;963
2026-06-13T21:11:15.230;1024
2026-06-13T21:11:16.250;1020
2026-06-13T21:11:17.209;959
2026-06-13T21:11:18.163;954
2026-06-13T21:11:19.178;1015
2026-06-13T21:11:20.207;1029
2026-06-13T21:11:21.177;970
2026-06-13T21:11:22.125;948
2026-06-13T21:11:23.128;1003
2026-06-13T21:11:24.162;1034
2026-06-13T21:11:25.146;984
2026-06-13T21:11:26.092;946
