Phone timestamp;sensor timestamp [ns];X [mg];Y [mg];Z [mg]
2026-06-10T22:00:18.730;599628018730769000;33;40;978
2026-06-10T22:00:18.769;599628018769230600;31;46;979
2026-06-10T22:00:18.807;599628018807692000;27;43;979
2026-06-10T22:00:18.846;599628018846153600;27;43;980
2026-06-10T22:00:18.884;599628018884615200;30;38;979
2026-06-10T22:00:18.923;599628018923076700;26;40;981
2026-06-10T22:00:18.961;599628018961538200;32;42;975
2026-06-10T22:00:19.000;599628018999999700;34;39;981
2026-06-10T22:00:19.038;599628019038461300;32;39;981
2026-06-10T22:00:19.076;599628019076922900;26;44;982
2026-06-10T22:00:19.115;599628019115384400;35;38;974
2026-06-10T22:00:19.153;599628019153845900;25;46;978
2026-06-10T22:00:19.192;599628019192307500;26;38;977
2026-06-10T22:00:19.230;599628019230769000;28;36;980
2026-06-10T22:00:19.269;599628019269230600;31;36;980
2026-06-10T22:00:19.307;599628019307692000;30;39;983
2026-06-10T22:00:19.346;599628019346153600;27;43;983
2026-06-10T22:00:19.384;599628019384615200;29;37;987
2026-06-10T22:00:19.423;599628019423076700;24;44;979
2026-06-10T22:00:19.461;599628019461538200;31;39;979
2026-06-10T22:00:19.500;599628019499999700;28;41;984
2026-06-10T22:00:19.538;599628019538461300;33;41;983
2026-06-10T22:00:19.576;599628019576922900;33;38;989
2026-06-10T22:00:19.615;599628019615384300;35;42;990
2026-06-10T22:00:19.653;599628019653845900;36;44;986
2026-06-10T22:00:19.692;599628019692307500;28;38;987
2026-06-10T22:00:19.730;599628019730769000;28;43;990
2026-06-10T22:00:19.769;599628019769230600;32;38;995
2026-06-10T22:00:19.807;599628019807692000;26;40;998
2026-06-10T22:00:19.846;599628019846153600;32;42;999
2026-06-10T22:00:19.884;599628019884615200;24;37;1001
2026-06-10T22:00:19.923;599628019923076700;30;44;995
2026-06-10T22:00:19.961;599628019961538200;25;39;1004
2026-06-10T22:00:20.000;599628019999999700;32;35;997
2026-06-10T22:00:20.038;599628020038461300;32;41;997
2026-06-10T22:00:20.076;599628020076922900;34;39;999
2026-06-10T22:00:20.115;599628020115384300;24;36;1003
2026-06-10T22:00:20.153;599628020153845900;34;35;1009
2026-06-10T22:00:20.192;599628020192307500;28;34;1009
2026-06-10T22:00:20.230;599628020230769000;35;38;1003
2026-06-10T22:00:20.269;599628020269230500;32;45;1010
2026-06-10T22:00:20.307;599628020307692000;36;35;1012
2026-06-10T22:00:20.346;599628020346153600;30;36;1009
2026-06-10T22:00:20.384;599628020384615200;25;42;1009
2026-06-10T22:00:20.423;599628020423076700;36;42;1015
2026-06-10T22:00:20.461;599628020461538200;24;41;1015
2026-06-10T22:00:20.500;599628020499999700;32;39;1011
2026-06-10T22:00:20.538;599628020538461300;32;37;1015
2026-06-10T22:00:20.576;599628020576922900;31;42;1015
2026-06-10T22:00:20.615;599628020615384300;32;37;1014
2026-06-10T22:00:20.653;599628020653845900;25;38;1021
2026-06-10T22:00:20.692;599628020692307500;27;36;1015
2026-06-10T22:00:20.730;599628020730769000;31;41;1018
2026-06-10T22:00:20.769;599628020769230500;31;43;1025
2026-06-10T22:00:20.807;599628020807692000;25;34;1021
2026-06-10T22:00:20.846;599628020846153600;26;35;1023
2026-06-10T22:00:20.884;599628020884615200;34;40;1017
2026-06-10T22:00:20.923;599628020923076600;34;45;1020
2026-06-10T22:00:20.961;599628020961538200;32;36;1020
2026-06-10T22:00:21.000;599628020999999700;31;41;1018
2026-06-10T22:00:21.038;599628021038461300;31;39;1019
2026-06-10T22:00:21.076;599628021076922900;29;36;1019
2026-06-10T22:00:21.115;599628021115384300;26;38;1017
2026-06-10T22:00:21.153;599628021153845900;25;40;1019
2026-06-10T22:00:21.192;599628021192307500;28;41;1024
2026-06-10T22:00:21.230;599628021230769000;32;43;1022
2026-06-10T22:00:21.269;599628021269230500;26;39;1020
2026-06-10T22:00:21.307;599628021307692000;29;35;1022
2026-06-10T22:00:21.346;599628021346153600;29;41;1022
2026-06-10T22:00:21.384;599628021384615200;27;34;1023
2026-06-10T22:00:21.423;599628021423076600;31;35;1020
2026-06-10T22:00:21.461;599628021461538200;35;44;1015
2026-06-10T22:00:21.500;599628021499999700;36;36;1020
2026-06-10T22:00:21.538;599628021538461300;34;46;1014
2026-06-10T22:00:21.576;599628021576922900;25;46;1013
2026-06-10T22:00:21.615;599628021615384300;33;36;1008
2026-06-10T22:00:21.653;599628021653845900;35;34;1014
2026-06-10T22:00:21.692;599628021692307500;30;34;1013
2026-06-10T22:00:21.730;599628021730769000;30;46;1013
2026-06-10T22:00:21.769;599628021769230500;26;45;1007
2026-06-10T22:00:21.807;599628021807692000;32;44;1008
2026-06-10T22:00:21.846;599628021846153600;30;41;1010
2026-06-10T22:00:21.884;599628021884615200;28;38;1006
2026-06-10T22:00:21.923;599628021923076600;29;41;998
2026-06-10T22:00:21.961;599628021961538200;25;35;1004
2026-06-10T22:00:22.000;599628021999999700;29;36;997
2026-06-10T22:00:22.038;599628022038461300;26;42;995
2026-06-10T22:00:22.076;599628022076922800;35;35;998
2026-06-10T22:00:22.115;599628022115384300;35;40;991
2026-06-10T22:00:22.153;599628022153845900;34;36;996
2026-06-10T22:00:22.192;599628022192307500;33;44;995
2026-06-10T22:00:22.230;599628022230769000;31;37;995
2026-06-10T22:00:22.269;599628022269230500;33;36;995
2026-06-10T22:00:22.307;599628022307692000;35;38;990
2026-06-10T22:00:22.346;599628022346153600;32;41;985
2026-06-10T22:00:22.384;599628022384615200;30;40;983
2026-06-10T22:00:22.423;599628022423076600;28;40;986
2026-06-10T22:00:22.461;599628022461538200;29;39;986
2026-06-10T22:00:22.500;599628022499999700;24;34;980
2026-06-10T22:00:22.538;599628022538461300;26;45;988
2026-06-10T22:00:22.576;599628022576922800;27;36;987
2026-06-10T22:00:22.615;599628022615384300;28;39;980
2026-06-10T22:00:22.653;599628022653845900;27;41;982
2026-06-10T22:00:22.692;599628022692307500;28;44;985
2026-06-10T22:00:22.730;599628022730768900;25;44;975
2026-06-10T22:00:22.769;599628022769230500;27;40;977
2026-06-10T22:00:22.807;599628022807692000;30;35;975
2026-06-10T22:00:22.846;599628022846153600;30;37;980
2026-06-10T22:00:22.884;599628022884615200;24;38;978
2026-06-10T22:00:22.923;599628022923076600;27;46;983
2026-06-10T22:00:22.961;599628022961538200;33;37;982
2026-06-10T22:00:23.000;599628022999999700;28;42;978
2026-06-10T22:00:23.038;599628023038461300;24;39;981
2026-06-10T22:00:23.076;599628023076922800;29;44;974
2026-06-10T22:00:23.115;599628023115384300;29;43;975
2026-06-10T22:00:23.153;599628023153845900;34;43;975
2026-06-10T22:00:23.192;599628023192307500;27;40;982
2026-06-10T22:00:23.230;599628023230768900;26;45;983
2026-06-10T22:00:23.269;599628023269230500;25;46;976
2026-06-10T22:00:23.307;599628023307692000;29;35;981
2026-06-10T22:00:23.346;599628023346153600;26;41;981
2026-06-10T22:00:23.384;599628023384615200;25;46;981
2026-06-10T22:00:23.423;599628023423076600;33;35;979
2026-06-10T22:00:23.461;599628023461538200;28;46;985
2026-06-10T22:00:23.500;599628023499999700;25;39;986
2026-06-10T22:00:23.538;599628023538461300;24;46;982
2026-06-10T22:00:23.576;599628023576922800;29;39;984
2026-06-10T22:00:23.615;599628023615384300;32;42;988
2026-06-10T22:00:23.653;599628023653845900;35;37;991
2026-06-10T22:00:23.692;599628023692307500;32;38;989
2026-06-10T22:00:23.730;599628023730768900;26;35;988
2026-06-10T22:00:23.769;599628023769230500;25;41;996
2026-06-10T22:00:23.807;599628023807692000;25;40;990
2026-06-10T22:00:23.846;599628023846153600;34;37;990
2026-06-10T22:00:23.884;599628023884615000;28;43;997
2026-06-10T22:00:23.923;599628023923076600;32;37;993
2026-06-10T22:00:23.961;599628023961538200;29;38;1000
2026-06-10T22:00:24.000;599628023999999700;28;45;999
2026-06-10T22:00:24.038;599628024038461300;26;35;1002
2026-06-10T22:00:24.076;599628024076922800;27;36;1001
2026-06-10T22:00:24.115;599628024115384300;33;39;1005
2026-06-10T22:00:24.153;599628024153845900;25;36;1005
2026-06-10T22:00:24.192;599628024192307500;29;44;1004
2026-06-10T22:00:24.230;599628024230768900;35;40;1010
2026-06-10T22:00:24.269;599628024269230500;35;40;1009
2026-06-10T22:00:24.307;599628024307692000;25;44;1007
2026-06-10T22:00:24.346;599628024346153600;33;38;1013
2026-06-10T22:00:24.384;599628024384615000;33;37;1017
2026-06-10T22:00:24.423;599628024423076600;35;40;1015
2026-06-10T22:00:24.461;599628024461538200;31;35;1015
2026-06-10T22:00:24.500;599628024499999700;36;41;1013
2026-06-10T22:00:24.538;599628024538461200;30;40;1013
2026-06-10T22:00:24.576;599628024576922800;33;38;1014
2026-06-10T22:00:24.615;599628024615384300;25;41;1015
2026-06-10T22:00:24.653;599628024653845900;35;36;1015
2026-06-10T22:00:24.692;599628024692307500;34;42;1016
2026-06-10T22:00:24.730;599628024730768900;34;42;1019
2026-06-10T22:00:24.769;599628024769230500;27;37;1020
2026-06-10T22:00:24.807;599628024807692000;26;41;1022
2026-06-10T22:00:24.846;599628024846153600;31;46;1021
2026-06-10T22:00:24.884;599628024884615000;30;41;1025
2026-06-10T22:00:24.923;599628024923076600;28;36;1023
2026-06-10T22:00:24.961;599628024961538200;24;39;1022
2026-06-10T22:00:25.000;599628024999999700;35;43;1021
2026-06-10T22:00:25.038;599628025038461200;36;44;1025
2026-06-10T22:00:25.076;599628025076922800;26;45;1019
2026-06-10T22:00:25.115;599628025115384300;30;38;1025
2026-06-10T22:00:25.153;599628025153845900;27;40;1025
2026-06-10T22:00:25.192;599628025192307300;35;44;1019
2026-06-10T22:00:25.230;599628025230768900;26;43;1024
2026-06-10T22:00:25.269;599628025269230500;25;41;1016
2026-06-10T22:00:25.307;599628025307692000;27;40;1015
2026-06-10T22:00:25.346;599628025346153600;27;44;1015
2026-06-10T22:00:25.384;599628025384615000;32;43;1017
2026-06-10T22:00:25.423;599628025423076600;28;39;1019
2026-06-10T22:00:25.461;599628025461538200;29;37;1015
2026-06-10T22:00:25.500;599628025499999700;34;45;1017
2026-06-10T22:00:25.538;599628025538461200;26;42;1010
2026-06-10T22:00:25.576;599628025576922800;27;40;1017
2026-06-10T22:00:25.615;599628025615384300;32;40;1016
2026-06-10T22:00:25.653;599628025653845900;26;45;1014
2026-06-10T22:00:25.692;599628025692307300;33;43;1015
2026-06-10T22:00:25.730;599628025730768900;29;39;1012
2026-06-10T22:00:25.769;599628025769230500;34;38;1006
2026-06-10T22:00:25.807;599628025807692000;34;37;1010
2026-06-10T22:00:25.846;599628025846153500;36;44;1000
2026-06-10T22:00:25.884;599628025884615000;30;40;1003
2026-06-10T22:00:25.923;599628025923076600;28;36;1002
2026-06-10T22:00:25.961;599628025961538200;32;42;997
2026-06-10T22:00:26.000;599628025999999700;24;38;1005
2026-06-10T22:00:26.038;599628026038461200;31;43;1003
2026-06-10T22:00:26.076;599628026076922800;31;42;1002
2026-06-10T22:00:26.115;599628026115384300;28;37;997
2026-06-10T22:00:26.153;599628026153845900;34;44;991
2026-06-10T22:00:26.192;599628026192307300;31;41;997
2026-06-10T22:00:26.230;599628026230768900;31;44;995
2026-06-10T22:00:26.269;599628026269230500;30;36;992
2026-06-10T22:00:26.307;599628026307692000;26;37;990
2026-06-10T22:00:26.346;599628026346153500;29;37;987
2026-06-10T22:00:26.384;599628026384615000;27;43;984
2026-06-10T22:00:26.423;599628026423076600;30;44;987
2026-06-10T22:00:26.461;599628026461538200;28;35;983
2026-06-10T22:00:26.500;599628026499999700;30;36;985
2026-06-10T22:00:26.538;599628026538461200;25;38;987
2026-06-10T22:00:26.576;599628026576922800;35;37;981
2026-06-10T22:00:26.615;599628026615384300;28;45;978
2026-06-10T22:00:26.653;599628026653845900;28;45;980
2026-06-10T22:00:26.692;599628026692307300;25;38;979
2026-06-10T22:00:26.730;599628026730768900;31;40;975
2026-06-10T22:00:26.769;599628026769230500;29;41;984
2026-06-10T22:00:26.807;599628026807692000;30;43;983
2026-06-10T22:00:26.846;599628026846153500;35;39;978
2026-06-10T22:00:26.884;599628026884615000;32;40;981
2026-06-10T22:00:26.923;599628026923076600;25;45;978
2026-06-10T22:00:26.961;599628026961538200;32;37;979
2026-06-10T22:00:27.000;599628026999999600;27;40;981
2026-06-10T22:00:27.038;599628027038461200;33;44;977
2026-06-10T22:00:27.076;599628027076922800;27;38;977
2026-06-10T22:00:27.115;599628027115384300;29;39;974
2026-06-10T22:00:27.153;599628027153845900;31;34;975
2026-06-10T22:00:27.192;599628027192307300;34;43;982
2026-06-10T22:00:27.230;599628027230768900;33;46;980
2026-06-10T22:00:27.269;599628027269230500;25;36;985
2026-06-10T22:00:27.307;599628027307692000;34;37;984
2026-06-10T22:00:27.346;599628027346153500;25;35;986
2026-06-10T22:00:27.384;599628027384615000;33;45;986
2026-06-10T22:00:27.423;599628027423076600;33;42;988
2026-06-10T22:00:27.461;599628027461538200;25;36;985
2026-06-10T22:00:27.500;599628027499999600;32;44;989
2026-06-10T22:00:27.538;599628027538461200;33;38;988
2026-06-10T22:00:27.576;599628027576922800;32;35;985
2026-06-10T22:00:27.615;599628027615384300;34;34;983
2026-06-10T22:00:27.653;599628027653845800;35;46;993
2026-06-10T22:00:27.692;599628027692307300;33;43;993
2026-06-10T22:00:27.730;599628027730768900;35;42;987
2026-06-10T22:00:27.769;599628027769230500;26;40;991
2026-06-10T22:00:27.807;599628027807692000;34;35;994
2026-06-10T22:00:27.846;599628027846153500;25;37;996
2026-06-10T22:00:27.884;599628027884615000;24;45;994
2026-06-10T22:00:27.923;599628027923076600;32;45;994
2026-06-10T22:00:27.961;599628027961538200;24;44;994
2026-06-10T22:00:28.000;599628027999999600;26;41;996
2026-06-10T22:00:28.038;599628028038461200;34;35;997
2026-06-10T22:00:28.076;599628028076922800;34;38;998
2026-06-10T22:00:28.115;599628028115384300;34;44;1008
2026-06-10T22:00:28.153;599628028153845800;28;37;1004
2026-06-10T22:00:28.192;599628028192307300;30;41;1010
2026-06-10T22:00:28.230;599628028230768900;35;40;1012
2026-06-10T22:00:28.269;599628028269230500;32;35;1004
2026-06-10T22:00:28.307;599628028307692000;35;37;1012
2026-06-10T22:00:28.346;599628028346153500;24;34;1007
2026-06-10T22:00:28.384;599628028384615000;35;40;1012
2026-06-10T22:00:28.423;599628028423076600;32;41;1015
2026-06-10T22:00:28.461;599628028461538200;27;37;1014
2026-06-10T22:00:28.500;599628028499999600;35;37;1017
2026-06-10T22:00:28.538;599628028538461200;33;38;1015
2026-06-10T22:00:28.576;599628028576922800;25;46;1018
2026-06-10T22:00:28.615;599628028615384300;35;37;1016
2026-06-10T22:00:28.653;599628028653845800;27;35;1021
2026-06-10T22:00:28.692;599628028692307300;27;35;1016
2026-06-10T22:00:28.730;599628028730768900;33;35;1018
2026-06-10T22:00:28.769;599628028769230500;30;35;1023
2026-06-10T22:00:28.807;599628028807691900;30;43;1020
2026-06-10T22:00:28.846;599628028846153500;28;35;1019
2026-06-10T22:00:28.884;599628028884615000;29;37;1023
2026-06-10T22:00:28.923;599628028923076600;34;40;1018
2026-06-10T22:00:28.961;599628028961538200;31;42;1023
2026-06-10T22:00:29.000;599628028999999600;29;38;1026
2026-06-10T22:00:29.038;599628029038461200;27;41;1022
2026-06-10T22:00:29.076;599628029076922800;28;36;1022
2026-06-10T22:00:29.115;599628029115384300;26;34;1025
2026-06-10T22:00:29.153;599628029153845800;26;38;1024
2026-06-10T22:00:29.192;599628029192307300;28;35;1020
2026-06-10T22:00:29.230;599628029230768900;31;38;1016
2026-06-10T22:00:29.269;599628029269230500;35;44;1017
2026-06-10T22:00:29.307;599628029307691900;35;45;1020
2026-06-10T22:00:29.346;599628029346153500;29;36;1018
2026-06-10T22:00:29.384;599628029384615000;34;45;1017
2026-06-10T22:00:29.423;599628029423076600;28;37;1016
2026-06-10T22:00:29.461;599628029461538000;35;38;1018
2026-06-10T22:00:29.500;599628029499999600;29;38;1018
2026-06-10T22:00:29.538;599628029538461200;29;40;1015
2026-06-10T22:00:29.576;599628029576922800;29;41;1013
2026-06-10T22:00:29.615;599628029615384300;32;36;1008
2026-06-10T22:00:29.653;599628029653845800;28;43;1012
2026-06-10T22:00:29.692;599628029692307300;32;36;1011
2026-06-10T22:00:29.730;599628029730768900;32;34;1004
2026-06-10T22:00:29.769;599628029769230500;32;40;1007
2026-06-10T22:00:29.807;599628029807691900;29;37;1006
2026-06-10T22:00:29.846;599628029846153500;35;35;1007
2026-06-10T22:00:29.884;599628029884615000;35;35;1001
2026-06-10T22:00:29.923;599628029923076600;24;44;1006
2026-06-10T22:00:29.961;599628029961538000;29;36;1002
2026-06-10T22:00:30.000;599628029999999600;29;37;995
2026-06-10T22:00:30.038;599628030038461200;34;37;998
2026-06-10T22:00:30.076;599628030076922800;29;41;997
2026-06-10T22:00:30.115;599628030115384200;24;42;997
2026-06-10T22:00:30.153;599628030153845800;36;39;997
2026-06-10T22:00:30.192;599628030192307300;26;37;998
2026-06-10T22:00:30.230;599628030230768900;33;45;988
2026-06-10T22:00:30.269;599628030269230500;33;34;991
2026-06-10T22:00:30.307;599628030307691900;26;39;992
2026-06-10T22:00:30.346;599628030346153500;27;35;990
2026-06-10T22:00:30.384;599628030384615000;28;44;990
2026-06-10T22:00:30.423;599628030423076600;31;45;989
2026-06-10T22:00:30.461;599628030461538000;32;43;983
2026-06-10T22:00:30.500;599628030499999600;24;43;989
2026-06-10T22:00:30.538;599628030538461200;25;40;980
2026-06-10T22:00:30.576;599628030576922800;25;44;984
2026-06-10T22:00:30.615;599628030615384200;34;44;983
2026-06-10T22:00:30.653;599628030653845800;30;35;977
2026-06-10T22:00:30.692;599628030692307300;33;35;982
2026-06-10T22:00:30.730;599628030730768900;31;35;975
2026-06-10T22:00:30.769;599628030769230300;27;46;979
2026-06-10T22:00:30.807;599628030807691900;32;42;976
2026-06-10T22:00:30.846;599628030846153500;27;42;981
2026-06-10T22:00:30.884;599628030884615000;29;45;978
2026-06-10T22:00:30.923;599628030923076600;24;38;975
2026-06-10T22:00:30.961;599628030961538000;36;43;974
2026-06-10T22:00:31.000;599628030999999600;26;41;980
2026-06-10T22:00:31.038;599628031038461200;31;39;977
2026-06-10T22:00:31.076;599628031076922800;34;38;981
2026-06-10T22:00:31.115;599628031115384200;32;40;983
2026-06-10T22:00:31.153;599628031153845800;25;35;976
2026-06-10T22:00:31.192;599628031192307300;28;40;981
2026-06-10T22:00:31.230;599628031230768900;25;40;979
2026-06-10T22:00:31.269;599628031269230300;32;41;978
2026-06-10T22:00:31.307;599628031307691900;29;40;979
2026-06-10T22:00:31.346;599628031346153500;33;42;979
2026-06-10T22:00:31.384;599628031384615000;33;42;978
2026-06-10T22:00:31.423;599628031423076600;35;45;982
2026-06-10T22:00:31.461;599628031461538000;28;36;985
2026-06-10T22:00:31.500;599628031499999600;34;40;987
2026-06-10T22:00:31.538;599628031538461200;24;36;984
2026-06-10T22:00:31.576;599628031576922800;30;42;987
2026-06-10T22:00:31.615;599628031615384200;29;42;987
2026-06-10T22:00:31.653;599628031653845800;24;42;984
2026-06-10T22:00:31.692;599628031692307300;26;40;989
2026-06-10T22:00:31.730;599628031730768900;25;40;986
2026-06-10T22:00:31.769;599628031769230300;30;41;993
2026-06-10T22:00:31.807;599628031807691900;27;41;997
2026-06-10T22:00:31.846;599628031846153500;26;44;996
2026-06-10T22:00:31.884;599628031884615000;29;36;999
2026-06-10T22:00:31.923;599628031923076500;25;41;996
2026-06-10T22:00:31.961;599628031961538000;30;41;998
2026-06-10T22:00:32.000;599628031999999600;28;42;1004
2026-06-10T22:00:32.038;599628032038461200;27;41;1003
2026-06-10T22:00:32.076;599628032076922800;31;36;1002
2026-06-10T22:00:32.115;599628032115384200;31;42;1000
2026-06-10T22:00:32.153;599628032153845800;28;44;1008
2026-06-10T22:00:32.192;599628032192307300;28;42;1010
2026-06-10T22:00:32.230;599628032230768900;26;41;1011
2026-06-10T22:00:32.269;599628032269230300;29;44;1010
2026-06-10T22:00:32.307;599628032307691900;28;41;1009
2026-06-10T22:00:32.346;599628032346153500;29;42;1007
2026-06-10T22:00:32.384;599628032384615000;30;35;1011
2026-06-10T22:00:32.423;599628032423076500;28;37;1016
2026-06-10T22:00:32.461;599628032461538000;29;34;1013
2026-06-10T22:00:32.500;599628032499999600;29;37;1011
2026-06-10T22:00:32.538;599628032538461200;24;42;1016
2026-06-10T22:00:32.576;599628032576922600;32;40;1014
2026-06-10T22:00:32.615;599628032615384200;27;46;1022
2026-06-10T22:00:32.653;599628032653845800;30;38;1022
2026-06-10T22:00:32.692;599628032692307300;30;41;1019
2026-06-10T22:00:32.730;599628032730768900;24;45;1024
2026-06-10T22:00:32.769;599628032769230300;34;42;1020
2026-06-10T22:00:32.807;599628032807691900;29;38;1021
2026-06-10T22:00:32.846;599628032846153500;28;43;1025
2026-06-10T22:00:32.884;599628032884615000;35;39;1019
2026-06-10T22:00:32.923;599628032923076500;34;39;1017
2026-06-10T22:00:32.961;599628032961538000;32;40;1024
2026-06-10T22:00:33.000;599628032999999600;35;40;1017
2026-06-10T22:00:33.038;599628033038461200;34;36;1025
2026-06-10T22:00:33.076;599628033076922600;35;42;1020
2026-06-10T22:00:33.115;599628033115384200;33;43;1023
2026-06-10T22:00:33.153;599628033153845800;28;35;1024
2026-06-10T22:00:33.192;599628033192307300;29;37;1018
2026-06-10T22:00:33.230;599628033230768900;30;39;1023
2026-06-10T22:00:33.269;599628033269230300;28;35;1017
2026-06-10T22:00:33.307;599628033307691900;35;35;1024
2026-06-10T22:00:33.346;599628033346153500;28;36;1017
2026-06-10T22:00:33.384;599628033384615000;31;37;1018
2026-06-10T22:00:33.423;599628033423076500;32;41;1014
2026-06-10T22:00:33.461;599628033461538000;26;38;1012
2026-06-10T22:00:33.500;599628033499999600;32;41;1020
2026-06-10T22:00:33.538;599628033538461200;31;37;1011
2026-06-10T22:00:33.576;599628033576922600;25;41;1016
2026-06-10T22:00:33.615;599628033615384200;34;37;1009
2026-06-10T22:00:33.653;599628033653845800;34;35;1013
2026-06-10T22:00:33.692;599628033692307300;35;42;1007
2026-06-10T22:00:33.730;599628033730768800;33;37;1008
2026-06-10T22:00:33.769;599628033769230300;33;44;1011
2026-06-10T22:00:33.807;599628033807691900;27;41;1009
2026-06-10T22:00:33.846;599628033846153500;34;38;1008
2026-06-10T22:00:33.884;599628033884615000;35;35;1008
2026-06-10T22:00:33.923;599628033923076500;31;34;998
2026-06-10T22:00:33.961;599628033961538000;26;37;1005
2026-06-10T22:00:34.000;599628033999999600;31;45;998
2026-06-10T22:00:34.038;599628034038461200;32;46;996
2026-06-10T22:00:34.076;599628034076922600;24;37;1002
2026-06-10T22:00:34.115;599628034115384200;28;42;995
2026-06-10T22:00:34.153;599628034153845800;34;43;999
2026-06-10T22:00:34.192;599628034192307300;27;37;994
2026-06-10T22:00:34.230;599628034230768800;32;38;993
2026-06-10T22:00:34.269;599628034269230300;33;43;991
2026-06-10T22:00:34.307;599628034307691900;31;36;988
2026-06-10T22:00:34.346;599628034346153500;28;40;992
2026-06-10T22:00:34.384;599628034384614900;29;35;987
2026-06-10T22:00:34.423;599628034423076500;36;45;987
2026-06-10T22:00:34.461;599628034461538000;36;35;990
2026-06-10T22:00:34.500;599628034499999600;29;39;985
2026-06-10T22:00:34.538;599628034538461200;31;43;982
2026-06-10T22:00:34.576;599628034576922600;33;37;985
2026-06-10T22:00:34.615;599628034615384200;31;42;983
2026-06-10T22:00:34.653;599628034653845800;24;44;986
2026-06-10T22:00:34.692;599628034692307300;25;38;977
2026-06-10T22:00:34.730;599628034730768800;32;46;979
2026-06-10T22:00:34.769;599628034769230300;31;42;977
2026-06-10T22:00:34.807;599628034807691900;34;44;980
2026-06-10T22:00:34.846;599628034846153500;29;36;978
2026-06-10T22:00:34.884;599628034884614900;26;34;977
2026-06-10T22:00:34.923;599628034923076500;31;42;980
2026-06-10T22:00:34.961;599628034961538000;29;45;973
2026-06-10T22:00:35.000;599628034999999600;29;38;978
2026-06-10T22:00:35.038;599628035038461000;35;44;975
2026-06-10T22:00:35.076;599628035076922600;25;43;980
2026-06-10T22:00:35.115;599628035115384200;31;38;976
2026-06-10T22:00:35.153;599628035153845800;28;38;977
2026-06-10T22:00:35.192;599628035192307300;30;38;974
2026-06-10T22:00:35.230;599628035230768800;31;43;979
2026-06-10T22:00:35.269;599628035269230300;34;44;981
2026-06-10T22:00:35.307;599628035307691900;29;39;983
2026-06-10T22:00:35.346;599628035346153500;27;43;983
2026-06-10T22:00:35.384;599628035384614900;33;42;984
2026-06-10T22:00:35.423;599628035423076500;34;37;987
2026-06-10T22:00:35.461;599628035461538000;32;37;982
2026-06-10T22:00:35.500;599628035499999600;30;40;986
2026-06-10T22:00:35.538;599628035538461000;33;42;985
2026-06-10T22:00:35.576;599628035576922600;30;39;987
2026-06-10T22:00:35.615;599628035615384200;27;36;984
2026-06-10T22:00:35.653;599628035653845800;29;45;992
2026-06-10T22:00:35.692;599628035692307200;27;37;987
2026-06-10T22:00:35.730;599628035730768800;35;45;994
2026-06-10T22:00:35.769;599628035769230300;29;40;988
2026-06-10T22:00:35.807;599628035807691900;26;39;993
2026-06-10T22:00:35.846;599628035846153500;28;37;993
2026-06-10T22:00:35.884;599628035884614900;35;45;992
2026-06-10T22:00:35.923;599628035923076500;28;40;1001
2026-06-10T22:00:35.961;599628035961538000;35;40;997
2026-06-10T22:00:36.000;599628035999999600;27;34;1002
2026-06-10T22:00:36.038;599628036038461000;32;38;1000
2026-06-10T22:00:36.076;599628036076922600;33;45;1004
2026-06-10T22:00:36.115;599628036115384200;29;43;1008
2026-06-10T22:00:36.153;599628036153845800;34;39;1009
2026-06-10T22:00:36.192;599628036192307200;26;35;1008
2026-06-10T22:00:36.230;599628036230768800;36;45;1005
2026-06-10T22:00:36.269;599628036269230300;26;41;1010
2026-06-10T22:00:36.307;599628036307691900;32;44;1006
2026-06-10T22:00:36.346;599628036346153500;25;36;1009
2026-06-10T22:00:36.384;599628036384614900;31;35;1010
2026-06-10T22:00:36.423;599628036423076500;31;38;1012
2026-06-10T22:00:36.461;599628036461538000;35;43;1013
2026-06-10T22:00:36.500;599628036499999600;29;40;1020
2026-06-10T22:00:36.538;599628036538461000;31;34;1012
2026-06-10T22:00:36.576;599628036576922600;30;41;1020
2026-06-10T22:00:36.615;599628036615384200;35;36;1013
2026-06-10T22:00:36.653;599628036653845800;30;40;1021
2026-06-10T22:00:36.692;599628036692307200;31;41;1020
2026-06-10T22:00:36.730;599628036730768800;25;39;1023
2026-06-10T22:00:36.769;599628036769230300;29;38;1025
2026-06-10T22:00:36.807;599628036807691900;28;38;1019
2026-06-10T22:00:36.846;599628036846153300;26;35;1022
2026-06-10T22:00:36.884;599628036884614900;35;39;1020
2026-06-10T22:00:36.923;599628036923076500;27;38;1025
2026-06-10T22:00:36.961;599628036961538000;25;34;1017
2026-06-10T22:00:37.000;599628036999999600;31;39;1026
2026-06-10T22:00:37.038;599628037038461000;31;42;1023
2026-06-10T22:00:37.076;599628037076922600;32;45;1021
2026-06-10T22:00:37.115;599628037115384200;30;42;1022
2026-06-10T22:00:37.153;599628037153845800;25;40;1022
2026-06-10T22:00:37.192;599628037192307200;26;40;1017
2026-06-10T22:00:37.230;599628037230768800;31;34;1023
2026-06-10T22:00:37.269;599628037269230300;25;41;1019
2026-06-10T22:00:37.307;599628037307691900;26;36;1015
2026-06-10T22:00:37.346;599628037346153300;25;34;1014
2026-06-10T22:00:37.384;599628037384614900;31;44;1014
2026-06-10T22:00:37.423;599628037423076500;30;44;1020
2026-06-10T22:00:37.461;599628037461538000;27;37;1018
2026-06-10T22:00:37.500;599628037499999500;32;39;1018
