Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2026-06-21T06:05:35.283;835351545626464593;-502775;-512115;-519915;-650656;
2026-06-21T06:05:35.291;835351545633872000;-502832;-512172;-519972;-650656;
2026-06-21T06:05:35.298;835351545641279407;-502874;-512214;-520014;-650656;
2026-06-21T06:05:35.305;835351545648686815;-502900;-512240;-520040;-650656;
2026-06-21T06:05:35.313;835351545656094222;-502910;-512250;-520050;-650656;
2026-06-21T06:05:35.320;835351545663501630;-502904;-512244;-520044;-650656;
2026-06-21T06:05:35.328;835351545670909037;-502883;-512223;-520023;-650656;
2026-06-21T06:05:35.335;835351545678316444;-502847;-512187;-519987;-650655;
2026-06-21T06:05:35.342;835351545685723852;-502795;-512135;-519935;-650655;
2026-06-21T06:05:35.350;835351545693131259;-502730;-512070;-519870;-650655;
2026-06-21T06:05:35.357;835351545700538667;-502651;-511991;-519791;-650655;
2026-06-21T06:05:35.365;835351545707946074;-502560;-511900;-519700;-650655;
2026-06-21T06:05:35.372;835351545715353481;-502457;-511797;-519597;-650655;
2026-06-21T06:05:35.379;835351545722760889;-502342;-511682;-519482;-650655;
2026-06-21T06:05:35.387;835351545730168296;-502218;-511558;-519358;-650655;
2026-06-21T06:05:35.394;835351545737575704;-502085;-511425;-519225;-650655;
2026-06-21T06:05:35.402;835351545744983111;-501945;-511285;-519085;-650655;
2026-06-21T06:05:35.409;835351545752390519;-501798;-511138;-518938;-650655;
2026-06-21T06:05:35.416;835351545759797926;-501645;-510985;-518785;-650655;
2026-06-21T06:05:35.424;835351545767205333;-501488;-510828;-518628;-650655;
2026-06-21T06:05:35.431;835351545774612741;-501329;-510669;-518469;-650655;
2026-06-21T06:05:35.439;835351545782020148;-501167;-510507;-518307;-650655;
2026-06-21T06:05:35.446;835351545789427556;-501005;-510345;-518145;-650655;
2026-06-21T06:05:35.453;835351545796834963;-500844;-510184;-517984;-650655;
2026-06-21T06:05:35.461;835351545804242370;-500684;-510024;-517824;-650655;
2026-06-21T06:05:35.468;835351545811649778;-500527;-509867;-517667;-650655;
2026-06-21T06:05:35.476;835351545819057185;-500374;-509714;-517514;-650655;
2026-06-21T06:05:35.483;835351545826464593;-500226;-509566;-517366;-650655;
2026-06-21T06:05:35.491;835351545833872000;-500083;-509423;-517223;-650655;
2026-06-21T06:05:35.498;835351545841279407;-499946;-509286;-517086;-650655;
2026-06-21T06:05:35.505;835351545848686815;-499816;-509156;-516956;-650655;
2026-06-21T06:05:35.513;835351545856094222;-499694;-509034;-516834;-650655;
2026-06-21T06:05:35.520;835351545863501630;-499579;-508919;-516719;-650655;
2026-06-21T06:05:35.528;835351545870909037;-499473;-508813;-516613;-650655;
2026-06-21T06:05:35.535;835351545878316444;-499376;-508716;-516516;-650655;
2026-06-21T06:05:35.542;835351545885723852;-499287;-508627;-516427;-650655;
2026-06-21T06:05:35.550;835351545893131259;-499208;-508548;-516348;-650655;
2026-06-21T06:05:35.557;835351545900538667;-499137;-508477;-516277;-650655;
2026-06-21T06:05:35.565;835351545907946074;-499075;-508415;-516215;-650655;
2026-06-21T06:05:35.572;835351545915353481;-499021;-508361;-516161;-650655;
2026-06-21T06:05:35.579;835351545922760889;-498976;-508316;-516116;-650655;
2026-06-21T06:05:35.587;835351545930168296;-498938;-508278;-516078;-650655;
2026-06-21T06:05:35.594;835351545937575704;-498908;-508248;-516048;-650655;
2026-06-21T06:05:35.602;835351545944983111;-498884;-508224;-516024;-650655;
2026-06-21T06:05:35.609;835351545952390519;-498866;-508206;-516006;-650655;
2026-06-21T06:05:35.616;835351545959797926;-498854;-508194;-515994;-650655;
2026-06-21T06:05:35.624;835351545967205333;-498846;-508186;-515986;-650655;
2026-06-21T06:05:35.631;835351545974612741;-498842;-508182;-515982;-650655;
2026-06-21T06:05:35.639;835351545982020148;-498841;-508181;-515981;-650655;
2026-06-21T06:05:35.646;835351545989427556;-498843;-508183;-515983;-650655;
2026-06-21T06:05:35.653;835351545996834963;-498846;-508186;-515986;-650655;
2026-06-21T06:05:35.661;835351546004242370;-498850;-508190;-515990;-650655;
2026-06-21T06:05:35.668;835351546011649778;-498854;-508194;-515994;-650655;
2026-06-21T06:05:35.676;835351546019057185;-498856;-508196;-515996;-650655;
2026-06-21T06:05:35.683;835351546026464593;-498858;-508198;-515998;-650655;
2026-06-21T06:05:35.691;835351546033872000;-498857;-508197;-515997;-650655;
2026-06-21T06:05:35.698;835351546041279407;-498853;-508193;-515993;-650655;
2026-06-21T06:05:35.705;835351546048686815;-498846;-508186;-515986;-650655;
2026-06-21T06:05:35.713;835351546056094222;-498835;-508175;-515975;-650655;
2026-06-21T06:05:35.720;835351546063501630;-498820;-508160;-515960;-650655;
2026-06-21T06:05:35.728;835351546070909037;-498800;-508140;-515940;-650655;
2026-06-21T06:05:35.735;835351546078316444;-498776;-508116;-515916;-650655;
2026-06-21T06:05:35.742;835351546085723852;-498746;-508086;-515886;-650655;
2026-06-21T06:05:35.750;835351546093131259;-498711;-508051;-515851;-650655;
2026-06-21T06:05:35.757;835351546100538667;-498672;-508012;-515812;-650655;
2026-06-21T06:05:35.765;835351546107946074;-498627;-507967;-515767;-650655;
2026-06-21T06:05:35.772;835351546115353481;-498579;-507919;-515719;-650655;
2026-06-21T06:05:35.779;835351546122760889;-498525;-507865;-515665;-650655;
2026-06-21T06:05:35.787;835351546130168296;-498468;-507808;-515608;-650655;
2026-06-21T06:05:35.794;835351546137575704;-498408;-507748;-515548;-650655;
2026-06-21T06:05:35.802;835351546144983111;-498345;-507685;-515485;-650655;
2026-06-21T06:05:35.809;835351546152390519;-498280;-507620;-515420;-650655;
2026-06-21T06:05:35.816;835351546159797926;-498213;-507553;-515353;-650655;
2026-06-21T06:05:35.824;835351546167205333;-498146;-507486;-515286;-650655;
2026-06-21T06:05:35.831;835351546174612741;-498079;-507419;-515219;-650655;
2026-06-21T06:05:35.839;835351546182020148;-498014;-507354;-515154;-650655;
2026-06-21T06:05:35.846;835351546189427556;-497950;-507290;-515090;-650655;
2026-06-21T06:05:35.853;835351546196834963;-497890;-507230;-515030;-650655;
2026-06-21T06:05:35.861;835351546204242370;-497833;-507173;-514973;-650655;
2026-06-21T06:05:35.868;835351546211649778;-497782;-507122;-514922;-650655;
2026-06-21T06:05:35.876;835351546219057185;-497736;-507076;-514876;-650655;
2026-06-21T06:05:35.883;835351546226464593;-497697;-507037;-514837;-650655;
2026-06-21T06:05:35.891;835351546233872000;-497666;-507006;-514806;-650655;
2026-06-21T06:05:35.898;835351546241279407;-497643;-506983;-514783;-650655;
2026-06-21T06:05:35.905;835351546248686815;-497629;-506969;-514769;-650654;
2026-06-21T06:05:35.913;835351546256094222;-497626;-506966;-514766;-650654;
2026-06-21T06:05:35.920;835351546263501630;-497633;-506973;-514773;-650654;
2026-06-21T06:05:35.928;835351546270909037;-497652;-506992;-514792;-650654;
2026-06-21T06:05:35.935;835351546278316444;-497682;-507022;-514822;-650654;
2026-06-21T06:05:35.942;835351546285723852;-497724;-507064;-514864;-650654;
2026-06-21T06:05:35.950;835351546293131259;-497779;-507119;-514919;-650654;
2026-06-21T06:05:35.957;835351546300538667;-497847;-507187;-514987;-650654;
2026-06-21T06:05:35.965;835351546307946074;-497927;-507267;-515067;-650654;
2026-06-21T06:05:35.972;835351546315353481;-498020;-507360;-515160;-650654;
2026-06-21T06:05:35.979;835351546322760889;-498126;-507466;-515266;-650654;
2026-06-21T06:05:35.987;835351546330168296;-498243;-507583;-515383;-650654;
2026-06-21T06:05:35.994;835351546337575704;-498373;-507713;-515513;-650654;
2026-06-21T06:05:36.002;835351546344983111;-498514;-507854;-515654;-650654;
2026-06-21T06:05:36.009;835351546352390519;-498665;-508005;-515805;-650654;
2026-06-21T06:05:36.016;835351546359797926;-498827;-508167;-515967;-650654;
2026-06-21T06:05:36.024;835351546367205333;-498998;-508338;-516138;-650654;
2026-06-21T06:05:36.031;835351546374612741;-499177;-508517;-516317;-650654;
2026-06-21T06:05:36.039;835351546382020148;-499364;-508704;-516504;-650654;
2026-06-21T06:05:36.046;835351546389427556;-499557;-508897;-516697;-650654;
2026-06-21T06:05:36.053;835351546396834963;-499755;-509095;-516895;-650654;
2026-06-21T06:05:36.061;835351546404242370;-499956;-509296;-517096;-650654;
2026-06-21T06:05:36.068;835351546411649778;-500161;-509501;-517301;-650654;
2026-06-21T06:05:36.076;835351546419057185;-500367;-509707;-517507;-650654;
2026-06-21T06:05:36.083;835351546426464593;-500572;-509912;-517712;-650654;
2026-06-21T06:05:36.091;835351546433872000;-500777;-510117;-517917;-650654;
2026-06-21T06:05:36.098;835351546441279407;-500979;-510319;-518119;-650654;
2026-06-21T06:05:36.105;835351546448686815;-501176;-510516;-518316;-650654;
2026-06-21T06:05:36.113;835351546456094222;-501369;-510709;-518509;-650654;
2026-06-21T06:05:36.120;835351546463501630;-501554;-510894;-518694;-650654;
2026-06-21T06:05:36.128;835351546470909037;-501732;-511072;-518872;-650654;
2026-06-21T06:05:36.135;835351546478316444;-501901;-511241;-519041;-650654;
2026-06-21T06:05:36.142;835351546485723852;-502060;-511400;-519200;-650654;
2026-06-21T06:05:36.150;835351546493131259;-502207;-511547;-519347;-650654;
2026-06-21T06:05:36.157;835351546500538667;-502342;-511682;-519482;-650654;
2026-06-21T06:05:36.165;835351546507946074;-502465;-511805;-519605;-650654;
2026-06-21T06:05:36.172;835351546515353481;-502573;-511913;-519713;-650654;
2026-06-21T06:05:36.179;835351546522760889;-502667;-512007;-519807;-650654;
2026-06-21T06:05:36.187;835351546530168296;-502745;-512085;-519885;-650654;
2026-06-21T06:05:36.194;835351546537575704;-502809;-512149;-519949;-650654;
2026-06-21T06:05:36.202;835351546544983111;-502856;-512196;-519996;-650654;
2026-06-21T06:05:36.209;835351546552390519;-502888;-512228;-520028;-650654;
2026-06-21T06:05:36.216;835351546559797926;-502904;-512244;-520044;-650654;
2026-06-21T06:05:36.224;835351546567205333;-502903;-512243;-520043;-650654;
2026-06-21T06:05:36.231;835351546574612741;-502887;-512227;-520027;-650654;
2026-06-21T06:05:36.239;835351546582020148;-502856;-512196;-519996;-650654;
2026-06-21T06:05:36.246;835351546589427556;-502809;-512149;-519949;-650654;
2026-06-21T06:05:36.253;835351546596834963;-502748;-512088;-519888;-650654;
2026-06-21T06:05:36.261;835351546604242370;-502673;-512013;-519813;-650654;
2026-06-21T06:05:36.268;835351546611649778;-502585;-511925;-519725;-650654;
2026-06-21T06:05:36.276;835351546619057185;-502485;-511825;-519625;-650654;
2026-06-21T06:05:36.283;835351546626464593;-502374;-511714;-519514;-650654;
2026-06-21T06:05:36.291;835351546633872000;-502253;-511593;-519393;-650654;
2026-06-21T06:05:36.298;835351546641279407;-502122;-511462;-519262;-650654;
2026-06-21T06:05:36.305;835351546648686815;-501983;-511323;-519123;-650654;
2026-06-21T06:05:36.313;835351546656094222;-501837;-511177;-518977;-650654;
2026-06-21T06:05:36.320;835351546663501630;-501685;-511025;-518825;-650654;
2026-06-21T06:05:36.328;835351546670909037;-501529;-510869;-518669;-650654;
2026-06-21T06:05:36.335;835351546678316444;-501370;-510710;-518510;-650654;
2026-06-21T06:05:36.342;835351546685723852;-501208;-510548;-518348;-650654;
2026-06-21T06:05:36.350;835351546693131259;-501046;-510386;-518186;-650654;
2026-06-21T06:05:36.357;835351546700538667;-500883;-510223;-518023;-650654;
2026-06-21T06:05:36.365;835351546707946074;-500722;-510062;-517862;-650654;
2026-06-21T06:05:36.372;835351546715353481;-500564;-509904;-517704;-650654;
2026-06-21T06:05:36.379;835351546722760889;-500409;-509749;-517549;-650654;
2026-06-21T06:05:36.387;835351546730168296;-500259;-509599;-517399;-650654;
2026-06-21T06:05:36.394;835351546737575704;-500113;-509453;-517253;-650654;
2026-06-21T06:05:36.402;835351546744983111;-499974;-509314;-517114;-650654;
2026-06-21T06:05:36.409;835351546752390519;-499842;-509182;-516982;-650654;
2026-06-21T06:05:36.416;835351546759797926;-499717;-509057;-516857;-650654;
2026-06-21T06:05:36.424;835351546767205333;-499601;-508941;-516741;-650654;
2026-06-21T06:05:36.431;835351546774612741;-499492;-508832;-516632;-650654;
2026-06-21T06:05:36.439;835351546782020148;-499392;-508732;-516532;-650654;
2026-06-21T06:05:36.446;835351546789427556;-499301;-508641;-516441;-650654;
2026-06-21T06:05:36.453;835351546796834963;-499219;-508559;-516359;-650654;
2026-06-21T06:05:36.461;835351546804242370;-499146;-508486;-516286;-650654;
2026-06-21T06:05:36.468;835351546811649778;-499082;-508422;-516222;-650654;
2026-06-21T06:05:36.476;835351546819057185;-499026;-508366;-516166;-650654;
2026-06-21T06:05:36.483;835351546826464593;-498979;-508319;-516119;-650654;
2026-06-21T06:05:36.491;835351546833872000;-498939;-508279;-516079;-650654;
2026-06-21T06:05:36.498;835351546841279407;-498907;-508247;-516047;-650654;
2026-06-21T06:05:36.505;835351546848686815;-498882;-508222;-516022;-650654;
2026-06-21T06:05:36.513;835351546856094222;-498863;-508203;-516003;-650654;
2026-06-21T06:05:36.520;835351546863501630;-498849;-508189;-515989;-650654;
2026-06-21T06:05:36.528;835351546870909037;-498841;-508181;-515981;-650654;
2026-06-21T06:05:36.535;835351546878316444;-498836;-508176;-515976;-650653;
2026-06-21T06:05:36.542;835351546885723852;-498835;-508175;-515975;-650653;
2026-06-21T06:05:36.550;835351546893131259;-498836;-508176;-515976;-650653;
2026-06-21T06:05:36.557;835351546900538667;-498839;-508179;-515979;-650653;
2026-06-21T06:05:36.565;835351546907946074;-498842;-508182;-515982;-650653;
2026-06-21T06:05:36.572;835351546915353481;-498846;-508186;-515986;-650653;
2026-06-21T06:05:36.579;835351546922760889;-498849;-508189;-515989;-650653;
2026-06-21T06:05:36.587;835351546930168296;-498851;-508191;-515991;-650653;
2026-06-21T06:05:36.594;835351546937575704;-498850;-508190;-515990;-650653;
2026-06-21T06:05:36.602;835351546944983111;-498847;-508187;-515987;-650653;
2026-06-21T06:05:36.609;835351546952390519;-498840;-508180;-515980;-650653;
2026-06-21T06:05:36.616;835351546959797926;-498830;-508170;-515970;-650653;
2026-06-21T06:05:36.624;835351546967205333;-498815;-508155;-515955;-650653;
2026-06-21T06:05:36.631;835351546974612741;-498796;-508136;-515936;-650653;
2026-06-21T06:05:36.639;835351546982020148;-498772;-508112;-515912;-650653;
2026-06-21T06:05:36.646;835351546989427556;-498743;-508083;-515883;-650653;
2026-06-21T06:05:36.653;835351546996834963;-498709;-508049;-515849;-650653;
2026-06-21T06:05:36.661;835351547004242370;-498670;-508010;-515810;-650653;
2026-06-21T06:05:36.668;835351547011649778;-498626;-507966;-515766;-650653;
2026-06-21T06:05:36.676;835351547019057185;-498578;-507918;-515718;-650653;
2026-06-21T06:05:36.683;835351547026464593;-498525;-507865;-515665;-650653;
2026-06-21T06:05:36.691;835351547033872000;-498468;-507808;-515608;-650653;
2026-06-21T06:05:36.698;835351547041279407;-498408;-507748;-515548;-650653;
2026-06-21T06:05:36.705;835351547048686815;-498345;-507685;-515485;-650653;
2026-06-21T06:05:36.713;835351547056094222;-498279;-507619;-515419;-650653;
2026-06-21T06:05:36.720;835351547063501630;-498213;-507553;-515353;-650653;
2026-06-21T06:05:36.728;835351547070909037;-498145;-507485;-515285;-650653;
2026-06-21T06:05:36.735;835351547078316444;-498078;-507418;-515218;-650653;
2026-06-21T06:05:36.742;835351547085723852;-498012;-507352;-515152;-650653;
2026-06-21T06:05:36.750;835351547093131259;-497948;-507288;-515088;-650653;
2026-06-21T06:05:36.757;835351547100538667;-497887;-507227;-515027;-650653;
2026-06-21T06:05:36.765;835351547107946074;-497830;-507170;-514970;-650653;
2026-06-21T06:05:36.772;835351547115353481;-497778;-507118;-514918;-650653;
2026-06-21T06:05:36.779;835351547122760889;-497731;-507071;-514871;-650653;
2026-06-21T06:05:36.787;835351547130168296;-497692;-507032;-514832;-650653;
2026-06-21T06:05:36.794;835351547137575704;-497660;-507000;-514800;-650653;
2026-06-21T06:05:36.802;835351547144983111;-497636;-506976;-514776;-650653;
2026-06-21T06:05:36.809;835351547152390519;-497622;-506962;-514762;-650653;
2026-06-21T06:05:36.816;835351547159797926;-497618;-506958;-514758;-650653;
2026-06-21T06:05:36.824;835351547167205333;-497624;-506964;-514764;-650653;
2026-06-21T06:05:36.831;835351547174612741;-497642;-506982;-514782;-650653;
2026-06-21T06:05:36.839;835351547182020148;-497672;-507012;-514812;-650653;
2026-06-21T06:05:36.846;835351547189427556;-497714;-507054;-514854;-650653;
2026-06-21T06:05:36.853;835351547196834963;-497768;-507108;-514908;-650653;
2026-06-21T06:05:36.861;835351547204242370;-497836;-507176;-514976;-650653;
2026-06-21T06:05:36.868;835351547211649778;-497916;-507256;-515056;-650653;
2026-06-21T06:05:36.876;835351547219057185;-498008;-507348;-515148;-650653;
2026-06-21T06:05:36.883;835351547226464593;-498114;-507454;-515254;-650653;
2026-06-21T06:05:36.891;835351547233872000;-498231;-507571;-515371;-650653;
2026-06-21T06:05:36.898;835351547241279407;-498361;-507701;-515501;-650653;
2026-06-21T06:05:36.905;835351547248686815;-498502;-507842;-515642;-650653;
2026-06-21T06:05:36.913;835351547256094222;-498654;-507994;-515794;-650653;
2026-06-21T06:05:36.920;835351547263501630;-498816;-508156;-515956;-650653;
2026-06-21T06:05:36.928;835351547270909037;-498988;-508328;-516128;-650653;
2026-06-21T06:05:36.935;835351547278316444;-499167;-508507;-516307;-650653;
2026-06-21T06:05:36.942;835351547285723852;-499355;-508695;-516495;-650653;
2026-06-21T06:05:36.950;835351547293131259;-499548;-508888;-516688;-650653;
2026-06-21T06:05:36.957;835351547300538667;-499747;-509087;-516887;-650653;
2026-06-21T06:05:36.965;835351547307946074;-499949;-509289;-517089;-650653;
2026-06-21T06:05:36.972;835351547315353481;-500154;-509494;-517294;-650653;
2026-06-21T06:05:36.979;835351547322760889;-500361;-509701;-517501;-650653;
2026-06-21T06:05:36.987;835351547330168296;-500567;-509907;-517707;-650653;
2026-06-21T06:05:36.994;835351547337575704;-500772;-510112;-517912;-650653;
2026-06-21T06:05:37.002;835351547344983111;-500974;-510314;-518114;-650653;
2026-06-21T06:05:37.009;835351547352390519;-501173;-510513;-518313;-650653;
2026-06-21T06:05:37.016;835351547359797926;-501365;-510705;-518505;-650653;
2026-06-21T06:05:37.024;835351547367205333;-501552;-510892;-518692;-650653;
2026-06-21T06:05:37.031;835351547374612741;-501730;-511070;-518870;-650653;
2026-06-21T06:05:37.039;835351547382020148;-501899;-511239;-519039;-650653;
2026-06-21T06:05:37.046;835351547389427556;-502057;-511397;-519197;-650653;
2026-06-21T06:05:37.053;835351547396834963;-502205;-511545;-519345;-650653;
2026-06-21T06:05:37.061;835351547404242370;-502340;-511680;-519480;-650653;
2026-06-21T06:05:37.068;835351547411649778;-502461;-511801;-519601;-650653;
2026-06-21T06:05:37.076;835351547419057185;-502569;-511909;-519709;-650653;
2026-06-21T06:05:37.083;835351547426464593;-502662;-512002;-519802;-650653;
2026-06-21T06:05:37.091;835351547433872000;-502740;-512080;-519880;-650653;
2026-06-21T06:05:37.098;835351547441279407;-502803;-512143;-519943;-650653;
2026-06-21T06:05:37.105;835351547448686815;-502849;-512189;-519989;-650653;
2026-06-21T06:05:37.113;835351547456094222;-502880;-512220;-520020;-650653;
2026-06-21T06:05:37.120;835351547463501630;-502894;-512234;-520034;-650653;
2026-06-21T06:05:37.128;835351547470909037;-502893;-512233;-520033;-650653;
2026-06-21T06:05:37.135;835351547478316444;-502875;-512215;-520015;-650653;
2026-06-21T06:05:37.142;835351547485723852;-502842;-512182;-519982;-650653;
2026-06-21T06:05:37.150;835351547493131259;-502794;-512134;-519934;-650653;
2026-06-21T06:05:37.157;835351547500538667;-502732;-512072;-519872;-650653;
2026-06-21T06:05:37.165;835351547507946074;-502655;-511995;-519795;-650653;
2026-06-21T06:05:37.172;835351547515353481;-502566;-511906;-519706;-650653;
2026-06-21T06:05:37.179;835351547522760889;-502464;-511804;-519604;-650653;
2026-06-21T06:05:37.187;835351547530168296;-502351;-511691;-519491;-650653;
2026-06-21T06:05:37.194;835351547537575704;-502228;-511568;-519368;-650653;
2026-06-21T06:05:37.202;835351547544983111;-502096;-511436;-519236;-650653;
2026-06-21T06:05:37.209;835351547552390519;-501956;-511296;-519096;-650653;
2026-06-21T06:05:37.216;835351547559797926;-501809;-511149;-518949;-650653;
2026-06-21T06:05:37.224;835351547567205333;-501656;-510996;-518796;-650653;
2026-06-21T06:05:37.231;835351547574612741;-501499;-510839;-518639;-650653;
2026-06-21T06:05:37.239;835351547582020148;-501338;-510678;-518478;-650653;
2026-06-21T06:05:37.246;835351547589427556;-501176;-510516;-518316;-650653;
2026-06-21T06:05:37.253;835351547596834963;-501013;-510353;-518153;-650653;
2026-06-21T06:05:37.261;835351547604242370;-500850;-510190;-517990;-650652;
2026-06-21T06:05:37.268;835351547611649778;-500689;-510029;-517829;-650652;
2026-06-21T06:05:37.276;835351547619057185;-500530;-509870;-517670;-650652;
2026-06-21T06:05:37.283;835351547626464593;-500375;-509715;-517515;-650652;
2026-06-21T06:05:37.291;835351547633872000;-500225;-509565;-517365;-650652;
2026-06-21T06:05:37.298;835351547641279407;-500080;-509420;-517220;-650652;
2026-06-21T06:05:37.305;835351547648686815;-499942;-509282;-517082;-650652;
2026-06-21T06:05:37.313;835351547656094222;-499810;-509150;-516950;-650652;
2026-06-21T06:05:37.320;835351547663501630;-499687;-509027;-516827;-650652;
2026-06-21T06:05:37.328;835351547670909037;-499571;-508911;-516711;-650652;
2026-06-21T06:05:37.335;835351547678316444;-499463;-508803;-516603;-650652;
2026-06-21T06:05:37.342;835351547685723852;-499365;-508705;-516505;-650652;
2026-06-21T06:05:37.350;835351547693131259;-499275;-508615;-516415;-650652;
2026-06-21T06:05:37.357;835351547700538667;-499194;-508534;-516334;-650652;
2026-06-21T06:05:37.365;835351547707946074;-499122;-508462;-516262;-650652;
2026-06-21T06:05:37.372;835351547715353481;-499060;-508400;-516200;-650652;
2026-06-21T06:05:37.379;835351547722760889;-499005;-508345;-516145;-650652;
2026-06-21T06:05:37.387;835351547730168296;-498959;-508299;-516099;-650652;
2026-06-21T06:05:37.394;835351547737575704;-498921;-508261;-516061;-650652;
2026-06-21T06:05:37.402;835351547744983111;-498890;-508230;-516030;-650652;
2026-06-21T06:05:37.409;835351547752390519;-498866;-508206;-516006;-650652;
2026-06-21T06:05:37.416;835351547759797926;-498848;-508188;-515988;-650652;
2026-06-21T06:05:37.424;835351547767205333;-498836;-508176;-515976;-650652;
2026-06-21T06:05:37.431;835351547774612741;-498828;-508168;-515968;-650652;
2026-06-21T06:05:37.439;835351547782020148;-498824;-508164;-515964;-650652;
2026-06-21T06:05:37.446;835351547789427556;-498823;-508163;-515963;-650652;
2026-06-21T06:05:37.453;835351547796834963;-498825;-508165;-515965;-650652;
2026-06-21T06:05:37.461;835351547804242370;-498828;-508168;-515968;-650652;
2026-06-21T06:05:37.468;835351547811649778;-498832;-508172;-515972;-650652;
2026-06-21T06:05:37.476;835351547819057185;-498835;-508175;-515975;-650652;
2026-06-21T06:05:37.483;835351547826464593;-498838;-508178;-515978;-650652;
2026-06-21T06:05:37.491;835351547833872000;-498839;-508179;-515979;-650652;
2026-06-21T06:05:37.498;835351547841279407;-498838;-508178;-515978;-650652;
2026-06-21T06:05:37.505;835351547848686815;-498834;-508174;-515974;-650652;
2026-06-21T06:05:37.513;835351547856094222;-498826;-508166;-515966;-650652;
2026-06-21T06:05:37.520;835351547863501630;-498815;-508155;-515955;-650652;
2026-06-21T06:05:37.528;835351547870909037;-498799;-508139;-515939;-650652;
2026-06-21T06:05:37.535;835351547878316444;-498779;-508119;-515919;-650652;
2026-06-21T06:05:37.542;835351547885723852;-498753;-508093;-515893;-650652;
2026-06-21T06:05:37.550;835351547893131259;-498723;-508063;-515863;-650652;
2026-06-21T06:05:37.557;835351547900538667;-498687;-508027;-515827;-650652;
2026-06-21T06:05:37.565;835351547907946074;-498646;-507986;-515786;-650652;
2026-06-21T06:05:37.572;835351547915353481;-498601;-507941;-515741;-650652;
2026-06-21T06:05:37.579;835351547922760889;-498551;-507891;-515691;-650652;
2026-06-21T06:05:37.587;835351547930168296;-498497;-507837;-515637;-650652;
2026-06-21T06:05:37.594;835351547937575704;-498439;-507779;-515579;-650652;
2026-06-21T06:05:37.602;835351547944983111;-498377;-507717;-515517;-650652;
2026-06-21T06:05:37.609;835351547952390519;-498313;-507653;-515453;-650652;
2026-06-21T06:05:37.616;835351547959797926;-498247;-507587;-515387;-650652;
2026-06-21T06:05:37.624;835351547967205333;-498180;-507520;-515320;-650652;
2026-06-21T06:05:37.631;835351547974612741;-498113;-507453;-515253;-650652;
2026-06-21T06:05:37.639;835351547982020148;-498045;-507385;-515185;-650652;
2026-06-21T06:05:37.646;835351547989427556;-497980;-507320;-515120;-650652;
2026-06-21T06:05:37.653;835351547996834963;-497916;-507256;-515056;-650652;
2026-06-21T06:05:37.661;835351548004242370;-497856;-507196;-514996;-650652;
2026-06-21T06:05:37.668;835351548011649778;-497800;-507140;-514940;-650652;
2026-06-21T06:05:37.676;835351548019057185;-497749;-507089;-514889;-650652;
2026-06-21T06:05:37.683;835351548026464593;-497705;-507045;-514845;-650652;
2026-06-21T06:05:37.691;835351548033872000;-497667;-507007;-514807;-650652;
2026-06-21T06:05:37.698;835351548041279407;-497638;-506978;-514778;-650652;
2026-06-21T06:05:37.705;835351548048686815;-497617;-506957;-514757;-650652;
2026-06-21T06:05:37.713;835351548056094222;-497606;-506946;-514746;-650652;
2026-06-21T06:05:37.720;835351548063501630;-497606;-506946;-514746;-650652;
2026-06-21T06:05:37.728;835351548070909037;-497616;-506956;-514756;-650652;
2026-06-21T06:05:37.735;835351548078316444;-497638;-506978;-514778;-650652;
2026-06-21T06:05:37.742;835351548085723852;-497672;-507012;-514812;-650652;
2026-06-21T06:05:37.750;835351548093131259;-497719;-507059;-514859;-650652;
2026-06-21T06:05:37.757;835351548100538667;-497778;-507118;-514918;-650652;
2026-06-21T06:05:37.765;835351548107946074;-497850;-507190;-514990;-650652;
2026-06-21T06:05:37.772;835351548115353481;-497935;-507275;-515075;-650652;
2026-06-21T06:05:37.779;835351548122760889;-498032;-507372;-515172;-650652;
2026-06-21T06:05:37.787;835351548130168296;-498142;-507482;-515282;-650652;
2026-06-21T06:05:37.794;835351548137575704;-498265;-507605;-515405;-650652;
2026-06-21T06:05:37.802;835351548144983111;-498399;-507739;-515539;-650652;
2026-06-21T06:05:37.809;835351548152390519;-498545;-507885;-515685;-650652;
2026-06-21T06:05:37.816;835351548159797926;-498701;-508041;-515841;-650652;
2026-06-21T06:05:37.824;835351548167205333;-498868;-508208;-516008;-650652;
2026-06-21T06:05:37.831;835351548174612741;-499043;-508383;-516183;-650652;
2026-06-21T06:05:37.839;835351548182020148;-499226;-508566;-516366;-650652;
2026-06-21T06:05:37.846;835351548189427556;-499416;-508756;-516556;-650652;
2026-06-21T06:05:37.853;835351548196834963;-499612;-508952;-516752;-650652;
2026-06-21T06:05:37.861;835351548204242370;-499813;-509153;-516953;-650652;
2026-06-21T06:05:37.868;835351548211649778;-500018;-509358;-517158;-650652;
2026-06-21T06:05:37.876;835351548219057185;-500224;-509564;-517364;-650652;
2026-06-21T06:05:37.883;835351548226464593;-500431;-509771;-517571;-650652;
2026-06-21T06:05:37.891;835351548233872000;-500638;-509978;-517778;-650652;
2026-06-21T06:05:37.898;835351548241279407;-500842;-510182;-517982;-650652;
2026-06-21T06:05:37.905;835351548248686815;-501044;-510384;-518184;-650652;
2026-06-21T06:05:37.913;835351548256094222;-501241;-510581;-518381;-650652;
2026-06-21T06:05:37.920;835351548263501630;-501431;-510771;-518571;-650652;
2026-06-21T06:05:37.928;835351548270909037;-501615;-510955;-518755;-650652;
